index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,credit_of_future_tendency,Risk_credit,Credit_to_SELL
826,2018/12/16,3271.238333,3321.215,3385.086833,3713.998609,4027.790378,5204.178086,28.818333,0.89%,-51.44%,15.08%,1098.710021,0.176954959,-0.175425062,-341.14%,-0.04,-4.41,-1.54
827,2018/12/17,3392.405,3318.24,3383.763,3693.951359,3955.595767,5151.250823,121.166667,3.70%,-49.48%,15.02%,1117.636433,0.180540493,-0.161127629,-329.52%,-0.06,-4.3,1.61
828,2018/12/18,3556.54,3348.1955,3395.883,3666.605667,3888.3991,5102.032989,164.135,4.84%,-47.39%,14.96%,1133.851256,0.183677511,-0.138926994,-316.85%,-0.08,-4.17,4.7
829,2018/12/19,3808.0425,3454.129167,3431.32125,3643.818625,3838.535767,5057.353267,251.5025,7.07%,-39.87%,14.91%,1146.44926,0.186210422,-0.100144072,-267.42%,-0.11,-3.67,9.04
830,2018/12/20,3982.850833,3602.215333,3477.210333,3629.022667,3815.565128,5014.874087,174.808333,4.59%,-35.15%,14.82%,1157.633767,0.188424355,-0.055915648,-237.15%,-0.14,-3.37,10.92
831,2018/12/21,4135.19,3775.005667,3548.110333,3629.943292,3803.672128,4975.38092,152.339167,3.82%,-32.98%,14.72%,1167.168474,0.190319682,-0.007536523,-224.12%,-0.18,-3.24,14.45
832,2018/12/22,3910.973333,3878.719333,3598.479667,3617.114625,3782.411323,4932.540042,-224.216667,-5.42%,-37.04%,14.63%,1178.723452,0.192595887,0.025462067,-253.20%,-0.19,-3.53,10.45
833,2018/12/23,4027.478333,3972.907,3660.55125,3611.458542,3773.016017,4891.192848,116.505,2.98%,-35.23%,14.48%,1188.862141,0.194636215,0.052979097,-243.26%,-0.18,-3.43,17.1
834,2018/12/24,3995.17,4010.3325,3732.230833,3613.142375,3761.089017,4849.616181,-32.308333,-0.80%,-34.48%,14.37%,1199.10009,0.196707936,0.066268967,-239.88%,-0.16,-3.4,13.98
835,2018/12/25,3813.88,3976.538333,3789.376833,3610.918917,3760.767962,4805.284959,-181.29,-4.54%,-37.56%,14.26%,1210.971377,0.199067384,0.057374019,-263.37%,-0.14,-3.63,10.15
836,2018/12/26,3825.379167,3914.576167,3844.790917,3614.938875,3757.596045,4761.275987,11.499167,0.30%,-35.26%,14.17%,1222.478737,0.201376494,0.041776742,-248.78%,-0.11,-3.49,11.31
837,2018/12/27,3848.21,3902.0235,3890.371417,3637.067208,3759.424712,4717.792653,22.830833,0.60%,-38.16%,14.05%,1233.477823,0.203570097,0.037931013,-271.71%,-0.09,-3.72,10.59
838,2018/12/28,3743.905,3845.308833,3909.107917,3652.495458,3747.43975,4673.813264,-104.305,-2.71%,-41.27%,13.96%,1245.290518,0.20598531,0.026116253,-295.63%,-0.08,-3.96,7.57
839,2018/12/29,3912.285833,3828.732,3919.53225,3675.42675,3735.723167,4633.860481,168.380833,4.50%,-39.50%,13.84%,1255.032561,0.208064982,0.024897143,-285.33%,-0.07,-3.85,11.63
840,2018/12/30,3770.36,3820.028,3898.283167,3687.74675,3718.776167,4591.672981,-141.925833,-3.63%,-43.10%,13.74%,1265.741479,0.210359754,0.027227192,-313.68%,-0.06,-4.14,6.02
841,2018/12/31,3791.545833,3813.261333,3863.91875,3706.014542,3707.935111,4549.160731,21.185833,0.56%,-42.49%,13.65%,1275.604899,0.21255228,0.028405627,-311.40%,-0.06,-4.11,8.78
842,2019/1/1,3752.271667,3794.073667,3848.048583,3723.264125,3694.092611,4505.237356,-39.274166,-1.04%,-43.18%,13.49%,1285.664401,0.214790252,0.027065119,-320.03%,-0.06,-4.2,7.6
843,2019/1/2,3855.88,3816.468667,3830.88875,3745.72,3684.601944,4462.995022,103.608333,2.76%,-41.18%,13.32%,1294.471082,0.216811374,0.035788594,-309.12%,-0.05,-4.09,10.35
844,2019/1/3,3865.7975,3807.171,3817.9515,3775.091167,3681.412083,4420.893759,9.9175,0.26%,-41.38%,13.15%,1303.079988,0.218797861,0.034160511,-314.62%,-0.06,-4.15,8.97
845,2019/1/4,3822.626667,3817.624333,3818.826167,3804.1015,3680.221333,4377.321453,-43.170833,-1.12%,-43.40%,13.05%,1311.741634,0.22081999,0.037335526,-332.67%,-0.06,-4.33,8.43
846,2019/1/5,3856.62,3830.639167,3821.95025,3833.370583,3683.942667,4334.302453,33.993333,0.89%,-42.64%,12.96%,1319.372559,0.222704628,0.039820517,-328.97%,-0.07,-4.29,10.48
847,2019/1/6,3920.456667,3864.276167,3829.174917,3859.773167,3701.103111,4290.663564,63.836667,1.66%,-39.79%,12.87%,1326.331545,0.224466154,0.044087682,-309.05%,-0.08,-4.09,11.21
848,2019/1/7,4036.093333,3900.318833,3858.39375,3883.750833,3721.128222,4249.827592,115.636666,2.95%,-36.71%,12.80%,1332.795123,0.22608317,0.048154914,-286.91%,-0.08,-3.87,12.56
849,2019/1/8,4032.25,3933.609333,3870.390167,3894.961208,3740.414556,4209.615592,-3.843333,-0.10%,-37.03%,12.69%,1339.426684,0.227708548,0.051650633,-291.83%,-0.09,-3.92,11.05
850,2019/1/9,4034.138333,3975.911667,3896.768,3897.525583,3757.4205,4170.200675,1.888333,0.05%,-35.40%,12.58%,1345.831396,0.229307616,0.058149245,-281.33%,-0.09,-3.81,11.36
851,2019/1/10,3812.585833,3967.104833,3898.872,3881.395375,3770.300361,4127.4393,-221.5525,-5.49%,-38.91%,12.47%,1354.130683,0.231251044,0.052198619,-312.07%,-0.09,-4.12,7.49
852,2019/1/11,3646.25,3912.2635,3888.269833,3868.159208,3778.266028,4081.4013,-166.335833,-4.36%,-41.65%,12.36%,1363.676646,0.233452782,0.035465335,-336.97%,-0.08,-4.37,7.14
853,2019/1/12,3646.345833,3834.314,3867.316417,3849.102583,3786.252139,4035.972675,0.095833,0.00%,-44.03%,12.28%,1372.992552,0.235627601,0.012693782,-358.54%,-0.06,-4.59,8.03
854,2019/1/13,3599.841667,3747.832333,3840.720833,3829.336167,3796.967722,3993.03412,-46.504166,-1.28%,-47.60%,12.32%,1381.897985,0.2378131,-0.012940692,-386.44%,-0.04,-4.86,5.16
855,2019/1/14,3531.96,3647.396667,3811.654167,3815.240167,3806.619056,3955.953953,-67.881667,-1.89%,-51.76%,12.40%,1389.891347,0.239950213,-0.041827771,-417.46%,-0.02,-5.17,2.56
856,2019/1/15,3656.785,3616.2365,3791.670667,3806.810458,3819.470611,3923.630495,124.825,3.53%,-50.56%,12.48%,1394.154484,0.241530482,-0.053210021,-405.07%,0.01,-5.05,4.44
857,2019/1/16,3621.270833,3611.240667,3761.752083,3795.4635,3827.099472,3891.34762,-35.514167,-0.97%,-51.25%,12.54%,1397.932889,0.243063354,-0.056402716,-408.65%,0.01,-5.09,0.86
858,2019/1/17,3621.43,3606.2575,3720.28575,3789.33975,3829.262472,3858.830786,0.159167,0.00%,-50.63%,12.62%,1401.179572,0.244522018,-0.058237056,-401.14%,0.01,-5.01,1.43
859,2019/1/18,3632.395,3612.768167,3680.30025,3775.345208,3823.407556,3830.971661,10.965,0.30%,-51.25%,12.70%,1404.626025,0.246001657,-0.055092058,-403.44%,0.01,-5.03,1.84
860,2019/1/19,3690.523333,3644.480833,3645.93875,3771.353375,3813.663306,3814.614217,58.128333,1.60%,-52.01%,12.80%,1406.525975,0.247234079,-0.044362194,-406.45%,0.01,-5.06,3.48
861,2019/1/20,3703.98,3653.919833,3635.078167,3766.975083,3799.289639,3801.480884,13.456667,0.36%,-51.99%,12.89%,1406.230077,0.248142595,-0.038262365,-403.42%,0,-5.03,3.59
862,2019/1/21,3548.4275,3639.351167,3625.295917,3756.782875,3787.204778,3784.80805,-155.5525,-4.20%,-56.99%,13.03%,1406.61882,0.249223575,-0.0390403,-437.53%,-0.01,-5.38,1.17
863,2019/1/22,3540.02,3623.069167,3614.663333,3740.989875,3770.956167,3771.986092,-8.4075,-0.24%,-56.76%,13.15%,1401.713991,0.249505184,-0.039217374,-431.65%,-0.02,-5.32,4.28
864,2019/1/23,3587.35,3614.060167,3613.414167,3727.0675,3757.362167,3759.225592,47.33,1.34%,-54.82%,13.26%,1396.59049,0.24972288,-0.038138991,-413.42%,-0.03,-5.13,5.75
865,2019/1/24,3566.4,3589.2355,3616.858167,3714.256167,3749.112833,3754.940397,-20.95,-0.58%,-56.41%,13.38%,1393.600695,0.250269559,-0.042644044,-421.51%,-0.05,-5.22,5.35
866,2019/1/25,3586.25,3565.6895,3609.804667,3700.737667,3741.141861,3749.368953,19.85,0.56%,-56.30%,13.50%,1387.601428,0.250333721,-0.046898078,-417.06%,-0.06,-5.17,5.99
867,2019/1/26,3577.79,3571.562,3605.456583,3683.604333,3732.127861,3745.776286,-8.46,-0.24%,-56.48%,13.59%,1380.916877,0.250282431,-0.043022605,-415.74%,-0.05,-5.16,5.22
868,2019/1/27,3576.3,3578.818,3600.943583,3660.614667,3726.541028,3736.990389,-1.49,-0.04%,-54.83%,13.65%,1373.575856,0.250115168,-0.039640789,-401.75%,-0.05,-5.02,5.38
869,2019/1/28,3554.5,3572.248,3593.154083,3636.727167,3714.614833,3725.169,-21.8,-0.61%,-53.05%,13.65%,1369.077924,0.250395017,-0.038326136,-388.60%,-0.05,-4.89,4.92
870,2019/1/29,3448.58,3548.684,3568.95975,3607.44925,3703.888833,3711.3325,-105.92,-2.98%,-54.67%,13.68%,1368.188647,0.251279054,-0.04190321,-399.56%,-0.04,-5,3.04
871,2019/1/30,3421.6,3515.754,3540.72175,3587.899958,3691.557306,3699.746208,-26.98,-0.78%,-53.73%,13.69%,1366.813396,0.25209728,-0.047623074,-392.32%,-0.04,-4.92,3.86
872,2019/1/31,3470,3494.196,3532.879,3579.087458,3682.14825,3688.120431,48.4,1.41%,-52.12%,13.67%,1366.47513,0.253046855,-0.051044183,-381.18%,-0.03,-4.81,4.76
873,2019/2/1,3444.81,3467.898,3523.358,3569.010667,3668.445917,3676.523931,-25.19,-0.73%,-50.87%,13.42%,1367.140628,0.254158983,-0.054668359,-379.17%,-0.03,-4.79,2.87
874,2019/2/2,3475.33,3452.064,3512.156,3562.785083,3655.430333,3668.421208,30.52,0.89%,-50.27%,13.22%,1368.939964,0.255421123,-0.055634033,-380.38%,-0.02,-4.8,3.85
875,2019/2/3,3506.22,3463.592,3506.138,3561.498083,3644.883444,3662.552389,30.89,0.89%,-49.86%,13.18%,1370.383402,0.25661149,-0.049738612,-378.34%,-0.02,-4.78,4.17
876,2019/2/4,3456.02,3470.476,3493.115,3551.459833,3631.530111,3657.736389,-50.2,-1.43%,-48.56%,13.14%,1371.890979,0.257837412,-0.04434883,-369.40%,-0.04,-4.69,3.41
877,2019/2/5,3452.35,3466.946,3480.571,3543.013792,3615.926556,3658.514833,-3.67,-0.11%,-46.03%,13.12%,1374.86607,0.259275805,-0.041201212,-350.86%,-0.04,-4.51,4.35
878,2019/2/6,3467.34,3471.452,3469.675,3535.309292,3596.968111,3659.048167,14.99,0.43%,-45.79%,13.12%,1379.127558,0.26087568,-0.034894975,-349.10%,-0.04,-4.49,4.92
879,2019/2/7,3405.7,3457.526,3454.795,3523.974542,3576.083111,3658.248833,-61.64,-1.78%,-44.52%,13.11%,1383.639192,0.262549733,-0.033152784,-339.61%,-0.04,-4.4,3.39
880,2019/2/8,3394.76,3435.234,3449.413,3509.186375,3554.7705,3656.0955,-10.94,-0.32%,-46.21%,13.11%,1389.058793,0.264338596,-0.033627065,-352.43%,-0.03,-4.52,4.33
881,2019/2/9,3661.08,3476.246,3473.361,3507.041375,3549.720306,3660.010333,266.32,7.85%,-42.32%,13.11%,1391.811527,0.26560247,-0.020698618,-322.84%,-0.03,-4.23,10.13
882,2019/2/10,3664.38,3518.652,3492.799,3512.839,3550.324639,3664.295333,3.3,0.09%,-41.39%,13.11%,1394.227511,0.266818191,-0.008921054,-315.60%,-0.04,-4.16,5.64
883,2019/2/11,3686.29,3562.442,3516.947,3520.1525,3551.656111,3668.954125,21.91,0.60%,-42.06%,13.12%,1396.757815,0.26802956,0.003036862,-320.49%,-0.05,-4.2,7.09
884,2019/2/12,3629.47,3607.196,3532.361,3522.2585,3552.643722,3674.805722,-56.82,-1.54%,-42.78%,13.14%,1399.000246,0.26924005,0.015355403,-325.64%,-0.05,-4.26,6.49
885,2019/2/13,3632.42,3654.728,3544.981,3525.5595,3555.992389,3681.305722,2.95,0.08%,-42.46%,13.14%,1401.150929,0.270433256,0.027765979,-323.15%,-0.05,-4.23,8.2
886,2019/2/14,3614.5,3645.412,3560.829,3526.972,3554.582889,3687.02675,-17.92,-0.49%,-43.85%,13.14%,1403.384019,0.271645855,0.025552678,-333.64%,-0.04,-4.34,7.41
887,2019/2/15,3600.31,3632.598,3575.625,3528.098,3553.884194,3690.491833,-14.19,-0.39%,-43.78%,13.15%,1404.945062,0.272775431,0.022148669,-333.00%,-0.04,-4.33,6.96
888,2019/2/16,3608.2,3616.98,3589.711,3529.693,3553.443194,3691.352833,7.89,0.22%,-44.37%,13.15%,1406.447224,0.273888486,0.017880349,-337.46%,-0.03,-4.37,6.81
889,2019/2/17,3619.55,3614.996,3611.096,3532.9455,3553.015028,3688.211292,11.35,0.31%,-43.46%,13.15%,1407.281789,0.274898971,0.017444613,-330.38%,-0.02,-4.3,6.46
890,2019/2/18,3670.74,3622.66,3638.694,3544.0535,3552.355583,3683.009444,51.19,1.41%,-44.17%,13.17%,1408.093393,0.275870456,0.019790929,-335.41%,-0.02,-4.35,7.24
891,2019/2/19,3910.8,3681.92,3663.666,3568.5135,3559.249583,3679.269611,240.06,6.54%,-38.46%,13.17%,1406.564236,0.27636792,0.034465247,-291.96%,-0.02,-3.92,11.08
892,2019/2/20,3926.53,3747.164,3689.881,3591.34,3571.853,3679.528889,15.73,0.40%,-39.99%,13.18%,1406.012934,0.276989675,0.049081247,-303.55%,-0.02,-4.04,7.99
893,2019/2/21,3987.18,3822.96,3719.97,3618.4585,3586.758333,3678.85725,60.65,1.54%,-40.66%,13.18%,1404.03834,0.277372462,0.0658538,-308.51%,-0.03,-4.09,10.02
894,2019/2/22,3944.88,3888.026,3751.511,3641.936,3598.676,3678.019083,-42.3,-1.06%,-41.46%,13.19%,1401.001054,0.277613131,0.080404571,-314.34%,-0.03,-4.14,9.1
895,2019/2/23,3983.48,3950.574,3786.617,3665.799,3612.578667,3680.84575,38.6,0.98%,-40.72%,13.19%,1397.499815,0.277757025,0.093560685,-308.59%,-0.03,-4.09,11.06
896,2019/2/24,4139.6,3996.334,3839.127,3699.978,3631.023667,3686.082764,156.12,3.92%,-40.86%,13.20%,1393.361448,0.27772121,0.100608084,-309.56%,-0.02,-4.1,12.81
897,2019/2/25,3766.89,3964.406,3855.785,3715.705,3637.327,3684.727431,-372.71,-9.00%,-46.78%,13.23%,1388.542158,0.277749527,0.089922902,-353.68%,-0.02,-4.54,3.71
898,2019/2/26,3848.33,3936.636,3879.798,3734.7545,3646.394667,3686.467847,81.44,2.16%,-44.49%,13.24%,1382.45115,0.27752174,0.079596796,-335.93%,0,-4.36,9.93
899,2019/2/27,3831.45,3913.95,3900.988,3756.042,3655.626333,3685.120583,-16.88,-0.44%,-45.12%,13.26%,1377.370193,0.277456079,0.07066468,-340.27%,0.01,-4.4,7.03
900,2019/2/28,3833.23,3883.9,3917.237,3777.9655,3668.448,3686.168417,1.78,0.05%,-45.39%,13.28%,1371.649487,0.277275355,0.058731104,-341.80%,0.02,-4.42,6.23
901,2019/3/1,3850.08,3825.996,3911.165,3787.4155,3682.730667,3687.143986,16.85,0.44%,-46.88%,13.30%,1365.30045,0.276972096,0.038901931,-352.42%,0.04,-4.52,4.67
902,2019/3/2,3834.62,3839.542,3901.974,3795.9275,3694.884667,3688.516458,-15.46,-0.40%,-47.19%,13.33%,1356.691271,0.276282553,0.039150703,-354.05%,0.05,-4.54,3.57
903,2019/3/3,3831.44,3836.164,3886.4,3803.185,3707.772333,3688.109125,-3.18,-0.08%,-47.26%,13.34%,1347.651015,0.275504608,0.03462771,-354.19%,0.04,-4.54,3.98
904,2019/3/4,3814.58,3832.79,3873.37,3812.4405,3719.080667,3687.2555,-16.86,-0.44%,-46.37%,13.35%,1338.313758,0.274666198,0.030574581,-347.37%,0.04,-4.47,3.63
905,2019/3/5,3730.98,3812.34,3848.12,3817.3685,3726.572667,3685.728056,-83.6,-2.19%,-42.00%,13.32%,1330.488093,0.274111301,0.023015071,-315.47%,0.04,-4.15,1.86
906,2019/3/6,3872.25,3816.774,3821.385,3830.256,3740.447,3685.988556,141.27,3.79%,-40.44%,13.30%,1327.229777,0.274239443,0.02040585,-304.05%,0.04,-4.04,5.71
907,2019/3/7,3876.85,3825.22,3832.381,3844.083,3754.597,3685.261778,4.6,0.12%,-39.10%,13.28%,1323.328482,0.274254973,0.018809742,-294.44%,0.03,-3.94,3.44
908,2019/3/8,3886.82,3836.296,3836.23,3858.014,3768.579667,3682.773889,9.97,0.26%,-38.17%,13.27%,1320.135117,0.274372048,0.017968662,-287.55%,0.02,-3.88,3.9
909,2019/3/9,3875.96,3848.572,3840.681,3870.8345,3784.255,3680.169056,-10.86,-0.28%,-37.90%,13.27%,1317.344118,0.274551898,0.016995948,-285.57%,0.01,-3.86,4.21
910,2019/3/10,3950.56,3892.488,3852.414,3884.8255,3802.781667,3678.776083,74.6,1.92%,-37.26%,13.27%,1314.421297,0.274667127,0.023589662,-280.84%,-0.01,-3.81,6.75
911,2019/3/11,3928.17,3903.672,3860.223,3885.694,3811.684667,3680.702486,-22.39,-0.57%,-37.38%,13.24%,1311.099634,0.274724121,0.024132986,-282.38%,-0.04,-3.82,6.6
912,2019/3/12,3881.09,3904.52,3864.87,3883.422,3818.908333,3684.616486,-47.08,-1.20%,-38.65%,13.22%,1307.958013,0.274826882,0.022417838,-292.39%,-0.04,-3.92,6.06
913,2019/3/13,3892.51,3905.658,3870.977,3878.6885,3825.782333,3688.719222,11.42,0.29%,-40.11%,13.19%,1304.285293,0.274831582,0.020878257,-304.13%,-0.03,-4.04,6.83
914,2019/3/14,3877.77,3906.02,3877.296,3875.333,3834.059,3693.351361,-14.74,-0.38%,-40.51%,13.14%,1299.280227,0.274614964,0.018768882,-308.41%,-0.03,-4.08,6.04
915,2019/3/15,3885.21,3892.95,3892.719,3870.4195,3842.485333,3699.238861,7.44,0.19%,-40.43%,13.10%,1293.917298,0.274325051,0.01313334,-308.72%,-0.02,-4.09,5.76
916,2019/3/16,3936.5,3894.616,3899.144,3860.2645,3853.218667,3703.900778,51.29,1.32%,-38.50%,13.06%,1288.164539,0.273935134,0.010743572,-294.68%,-0.01,-3.95,6.03
917,2019/3/17,4015.95,3921.588,3913.054,3872.7175,3867.073333,3710.478764,79.45,2.02%,-36.22%,13.05%,1282.913002,0.273584871,0.014097138,-277.57%,-0.01,-3.78,6.44
918,2019/3/18,3994.92,3942.07,3923.864,3880.047,3879.964,3716.703597,-21.03,-0.52%,-37.01%,13.03%,1278.316701,0.273345972,0.01600685,-284.03%,-0.01,-3.84,4.99
919,2019/3/19,3998.77,3966.27,3936.145,3888.413,3892.604667,3722.809847,3.85,0.10%,-37.70%,13.01%,1273.236982,0.273015673,0.018924432,-289.74%,-0.02,-3.9,5.69
920,2019/3/20,4029.11,3995.05,3944,3898.207,3904.550333,3728.452958,30.34,0.76%,-39.59%,12.99%,1267.346219,0.272523979,0.023178,-304.88%,-0.02,-4.05,6.54
921,2019/3/21,4056.4,4019.03,3956.823,3908.523,3909.403667,3734.326625,27.29,0.68%,-39.96%,12.94%,1259.115906,0.271597496,0.028041702,-308.72%,-0.02,-4.09,6.83
922,2019/3/22,3992.34,4014.308,3967.948,3916.409,3911.597333,3741.725167,-64.06,-1.58%,-40.51%,12.88%,1250.037504,0.270530287,0.026257986,-314.39%,-0.01,-4.14,5.05
923,2019/3/23,3999.06,4015.136,3978.603,3924.79,3911.993333,3749.375833,6.72,0.17%,-39.77%,12.78%,1241.119216,0.26947383,0.026365757,-311.26%,-0.01,-4.11,6.05
924,2019/3/24,4011.92,4017.766,3992.018,3934.657,3914.228,3756.452,12.86,0.32%,-39.06%,12.68%,1232.585166,0.268467037,0.026451704,-307.99%,-0.01,-4.08,5.99
925,2019/3/25,3994.11,4010.766,4002.908,3947.8135,3914.582333,3763.5805,-17.81,-0.44%,-38.25%,12.59%,1224.378478,0.2675131,0.024570608,-303.81%,0,-4.04,5.2
926,2019/3/26,3935.89,3986.664,4002.847,3950.9955,3907.792,3769.407833,-58.22,-1.46%,-39.78%,12.37%,1217.129907,0.266744894,0.020183265,-321.55%,0,-4.22,4.23
927,2019/3/27,3947.74,3977.744,3996.026,3954.54,3913.820333,3775.573667,11.85,0.30%,-40.96%,12.14%,1209.046706,0.265806236,0.016332806,-337.38%,0.01,-4.37,5.14
928,2019/3/28,4048.51,3987.634,4001.385,3962.6245,3920.493,3783.443833,100.77,2.55%,-38.20%,11.87%,1199.050143,0.264455743,0.017125652,-321.89%,0.01,-4.22,6.5
929,2019/3/29,4037.37,3992.724,4005.245,3970.695,3927.357,3791.491667,-11.14,-0.28%,-38.76%,11.63%,1190.137357,0.263296281,0.016644018,-333.19%,0,-4.33,4.73
930,2019/3/30,4115.55,4017.012,4013.889,3978.9445,3936.767667,3802.607833,78.18,1.94%,-37.75%,11.45%,1180.424517,0.261940724,0.020383304,-329.54%,0,-4.3,6.45
931,2019/3/31,4114.44,4052.722,4019.693,3988.258,3945.579667,3814.155167,-1.11,-0.03%,-37.31%,11.27%,1170.294914,0.260490229,0.02715503,-331.02%,0,-4.31,5.59
932,2019/4/1,4114.16,4086.006,4031.875,3999.9115,3954.897667,3824.891167,-0.28,-0.01%,-36.42%,10.97%,1160.398951,0.259067594,0.033150879,-332.00%,0,-4.32,6.12
933,2019/4/2,4152.53,4106.81,4047.222,4012.9125,3965.600667,3836.6865,38.37,0.93%,-35.95%,10.62%,1151.105648,0.257729649,0.035608561,-338.49%,0,-4.38,6.98
934,2019/4/3,4882.88,4275.912,4134.318,4063.168,4001.210667,3860.145667,730.35,17.59%,-25.66%,10.31%,1141.68252,0.256127032,0.068654554,-248.86%,0,-3.49,19.09
935,2019/4/4,4959.81,4444.764,4230.888,4116.898,4042.171667,3884.372167,76.93,1.58%,-24.64%,10.08%,1131.429195,0.254333915,0.09959803,-244.50%,-0.01,-3.44,9.83
936,2019/4/5,4911.24,4604.124,4328.423,4165.635,4076.804667,3908.625833,-48.57,-0.98%,-25.29%,9.74%,1120.756712,0.252458532,0.129346235,-259.66%,-0.01,-3.6,10.09
937,2019/4/6,5028.77,4787.046,4436.526,4216.276,4115.202,3934.8995,117.53,2.39%,-24.02%,9.43%,1110.30454,0.250585879,0.163259058,-254.80%,0,-3.55,13.57
938,2019/4/7,5053.52,4967.244,4537.027,4269.206,4154.092,3961.335833,24.75,0.49%,-23.68%,9.14%,1099.272776,0.248581208,0.195747229,-259.25%,0.01,-3.59,13.43
939,2019/4/8,5189.39,5028.546,4652.229,4328.737,4197.873,3991.064,135.87,2.69%,-21.69%,9.06%,1088.513292,0.246589404,0.197879498,-239.48%,0.04,-3.39,13.19
940,2019/4/9,5268.71,5090.326,4767.545,4390.717,4241.811333,4022.2965,79.32,1.53%,-15.68%,9.07%,1077.864302,0.244592773,0.200035928,-172.90%,0.04,-2.73,11.63
941,2019/4/10,5175.81,5143.24,4873.682,4446.6875,4283.399333,4047.542,-92.9,-1.76%,-17.33%,9.13%,1070.645101,0.243281786,0.200737919,-189.78%,0.04,-2.9,9.68
942,2019/4/11,5310.18,5199.522,4993.284,4512.5795,4331.035667,4074.972,134.37,2.60%,-15.00%,9.25%,1063.820684,0.242019829,0.200526248,-162.18%,0.04,-2.62,12.35
943,2019/4/12,5035.02,5195.822,5081.533,4564.3775,4369.119333,4097.450833,-275.16,-5.18%,-20.07%,9.30%,1055.931311,0.240591497,0.189214943,-215.83%,0.04,-3.16,7.04
944,2019/4/13,5072.85,5172.514,5100.53,4617.424,4408.955333,4121.507167,37.83,0.75%,-21.38%,9.29%,1047.551263,0.23905122,0.17318358,-230.25%,0.05,-3.3,10.08
945,2019/4/14,5064.62,5131.696,5111.011,4670.9495,4448.269,4145.377167,-8.23,-0.16%,-23.25%,9.26%,1037.397975,0.237149225,0.153638865,-251.04%,0.05,-3.51,8.49
946,2019/4/15,5152.51,5127.036,5135.138,4731.7805,4488.802667,4171.010667,87.89,1.74%,-21.89%,9.23%,1025.734227,0.234912102,0.142183424,-237.04%,0.05,-3.37,9.09
947,2019/4/16,5036.18,5072.236,5135.879,4786.2025,4522.810333,4194.941833,-116.33,-2.26%,-23.32%,9.25%,1013.441852,0.232555982,0.121478821,-252.05%,0.05,-3.52,5.66
948,2019/4/17,5196.65,5104.562,5150.192,4843.6095,4562.868,4221.416,160.47,3.19%,-20.17%,9.31%,1001.950803,0.230319559,0.118717877,-216.75%,0.05,-3.17,8.84
949,2019/4/18,5220.37,5134.066,5153.29,4902.7595,4603.588,4248.096333,23.72,0.46%,-19.55%,9.38%,991.0985164,0.228198571,0.115231424,-208.45%,0.04,-3.08,7.3
950,2019/4/19,5276.31,5176.404,5154.05,4960.7975,4645.161333,4274.855833,55.94,1.07%,-19.22%,9.46%,980.615216,0.226133605,0.11436474,-203.26%,0.03,-3.03,8.12
951,2019/4/20,5277.04,5201.31,5164.173,5018.9275,4685.849333,4297.6265,0.73,0.01%,-18.87%,9.56%,969.4448628,0.223915581,0.110003679,-197.43%,0.02,-2.97,7.61
952,2019/4/21,5309.28,5255.93,5164.083,5078.6835,4729.747333,4320.672333,32.24,0.61%,-18.08%,9.68%,958.6139844,0.22175224,0.111249635,-186.88%,0.01,-2.87,8.22
953,2019/4/22,5281.83,5272.966,5188.764,5135.1485,4772.506333,4342.249833,-27.45,-0.52%,-18.84%,9.77%,947.7529536,0.219576443,0.10486307,-192.87%,0,-2.93,7.62
954,2019/4/23,5377.19,5304.33,5219.198,5159.864,4818.015333,4366.121667,95.36,1.81%,-17.14%,9.87%,936.946126,0.217387447,0.10093672,-173.68%,0,-2.74,8.91
955,2019/4/24,5518.16,5352.7,5264.552,5187.7815,4868.817,4391.699667,140.97,2.62%,-14.76%,10.00%,927.174789,0.215388591,0.099384101,-147.65%,0,-2.48,9.24
956,2019/4/25,5434.19,5384.13,5292.72,5213.929,4918.760333,4413.276167,-83.97,-1.52%,-15.96%,10.12%,916.8831178,0.21328234,0.094611169,-157.60%,0,-2.58,6.36
957,2019/4/26,5195.61,5361.396,5308.663,5222.271,4960.356,4437.088167,-238.58,-4.39%,-19.54%,10.21%,905.0544511,0.210875062,0.080849036,-191.43%,0,-2.91,4.01
958,2019/4/27,5292.83,5363.596,5318.281,5234.2365,5001.833333,4461.163167,97.22,1.87%,-17.07%,10.31%,893.7077919,0.208543905,0.072326014,-165.56%,0.01,-2.66,7.17
959,2019/4/28,5280.19,5344.196,5324.263,5238.7765,5043.260667,4485.308833,-12.64,-0.24%,-16.31%,10.43%,883.0874626,0.206358988,0.059670787,-156.38%,0.01,-2.56,4.64
960,2019/4/29,5301.29,5300.822,5326.761,5240.4055,5082.785333,4509.7765,21.1,0.40%,-15.87%,10.56%,873.3916422,0.204359269,0.042897083,-150.26%,0.02,-2.5,3.75
961,2019/4/30,5260.65,5266.114,5325.122,5244.6475,5120.992333,4533.286,-40.64,-0.77%,-17.05%,10.68%,863.3899167,0.202291249,0.028338583,-159.64%,0.03,-2.6,2.17
962,2019/5/1,5269.79,5280.95,5321.173,5242.628,5159.513333,4557.2055,9.14,0.17%,-17.50%,10.79%,852.748988,0.200075858,0.023536458,-162.13%,0.03,-2.62,2.55
