index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,Credit_of_future_tendency,Risk_credit,Credit_to_SELL,DealDay
997,2019/6/5,1335.05,1313.5,1298.645,1289.09,1289.346667,1286.344167,10.8,0.82%,7.38%,3.77%,21.62570544,0.016758141,0.018733002,195.83%,0.01,0.96,0.26 ,1
998,2019/6/6,1335.5,1321.49,1303.945,1291.825,1291.156667,1287.128333,0.45,0.03%,7.42%,3.70%,21.59472346,0.01672753,0.023493147,200.49%,0.01,1,0.27 ,1
999,2019/6/7,1340.65,1330.51,1310.18,1294.8175,1293.005,1287.805833,5.15,0.39%,7.83%,3.63%,21.61307205,0.016734771,0.029006075,215.91%,0,1.16,0.31 ,1
1000,2019/6/8,1340.65,1335.22,1316.08,1297.81,1294.823333,1288.433333,0,0.00%,7.65%,3.55%,21.61802789,0.01673164,0.031198593,215.44%,0.01,1.15,0.31 ,0
1001,2019/6/9,1340.65,1338.5,1322.05,1301,1296.608333,1289.02,0,0.00%,7.66%,3.48%,21.63487511,0.016737859,0.032308651,220.02%,0,1.2,0.32 ,0
1002,2019/6/10,1328.6,1337.21,1325.355,1303.8725,1297.991667,1289.516667,-12.05,-0.90%,6.65%,3.40%,21.51004333,0.016635359,0.030214626,195.87%,0,0.96,0.26 ,1
1003,2019/6/11,1324.3,1334.97,1328.23,1306.3975,1299.231667,1290.016667,-4.3,-0.32%,6.56%,3.33%,21.34348487,0.016501009,0.027507283,197.12%,0,0.97,0.26 ,1
1004,2019/6/12,1332.35,1333.31,1331.91,1308.8325,1300.456667,1290.650833,8.05,0.61%,7.85%,3.26%,21.20006255,0.016383856,0.02526292,240.92%,0,1.41,0.38 ,1
1005,2019/6/13,1335.9,1332.36,1333.79,1311.5025,1301.706667,1291.344167,3.55,0.27%,8.14%,3.18%,20.97314694,0.016201535,0.023548572,256.11%,0,1.56,0.42 ,1
1006,2019/6/14,1351.25,1334.48,1336.49,1314.94,1303.445,1292.4375,15.35,1.15%,9.38%,3.10%,20.926193,0.016157272,0.02380998,302.26%,0,2.02,0.54 ,1
1007,2019/6/15,1351.25,1339.01,1338.11,1318.3775,1305.43,1293.685833,0,0.00%,8.83%,3.03%,20.85948623,0.016097808,0.025723325,291.26%,0,1.91,0.51 ,0
1008,2019/6/16,1351.25,1344.4,1339.685,1321.815,1307.778333,1294.9425,0,0.00%,8.42%,2.96%,20.86965985,0.016098137,0.028002962,284.18%,0,1.84,0.49 ,0
1009,2019/6/17,1341.3,1346.19,1339.75,1324.965,1309.795,1296.035833,-9.95,-0.74%,6.88%,2.91%,20.79749073,0.016035975,0.027786791,236.71%,0,1.37,0.37 ,1
1010,2019/6/18,1341.35,1347.28,1339.82,1327.95,1311.813333,1297.13,0.05,0.00%,6.48%,2.85%,20.82063222,0.016047916,0.027036367,227.17%,0,1.27,0.34 ,1
1011,2019/6/19,1344.05,1345.84,1340.16,1331.105,1314.053333,1298.269167,2.7,0.20%,6.83%,2.80%,20.91577538,0.016115464,0.024189784,243.69%,0.01,1.44,0.39 ,1
1012,2019/6/20,1379.5,1351.49,1345.25,1335.3025,1317.665,1299.999167,35.45,2.64%,9.65%,2.76%,21.56660704,0.016608346,0.025670409,349.65%,0.01,2.5,0.68 ,1
1013,2019/6/21,1397.15,1360.67,1352.535,1340.3825,1321.776667,1302.023333,17.65,1.28%,11.05%,2.72%,22.56631695,0.017367947,0.029425042,405.45%,0.01,3.05,0.82 ,1
1014,2019/6/22,1397.15,1371.84,1359.015,1345.4625,1325.56,1304.150833,0,0.00%,11.05%,2.70%,23.49849506,0.018074705,0.034913546,409.37%,0,3.09,0.83 ,0
1015,2019/6/23,1397.15,1383,1365.14,1349.465,1329.381667,1306.2425,0,0.00%,11.05%,2.68%,24.3708918,0.018734674,0.040333288,412.67%,0,3.13,0.84 ,0
1016,2019/6/24,1405.7,1395.33,1370.585,1353.5375,1333.488333,1308.324167,8.55,0.61%,11.73%,2.66%,25.37616111,0.019495239,0.046375859,440.24%,-0.01,3.4,0.91 ,1
1017,2019/6/25,1431.4,1405.71,1378.6,1358.355,1338.451667,1310.7775,25.7,1.83%,12.89%,2.66%,26.9364502,0.020678725,0.05025085,483.81%,0,3.84,1.03 ,1
1018,2019/6/26,1403.95,1407.07,1383.87,1361.7775,1342.5,1312.773333,-27.45,-1.92%,9.77%,2.64%,27.8409689,0.021360794,0.048096834,369.77%,0.01,2.7,0.72 ,1
1019,2019/6/27,1402.5,1408.14,1389.99,1364.87,1346.64,1314.745,-1.45,-0.10%,9.66%,2.63%,28.73442937,0.02203476,0.045669221,367.41%,0,2.67,0.72 ,1
1020,2019/6/28,1409,1410.51,1396.755,1368.2875,1350.885,1316.903333,6.5,0.46%,10.16%,2.62%,29.70754642,0.022768447,0.044137732,388.11%,0,2.88,0.77 ,1
1021,2019/6/29,1409,1411.17,1403.25,1371.705,1355.153333,1319.015,0,0.00%,10.16%,2.61%,30.63294766,0.023464776,0.041336036,390.08%,0,2.9,0.78 ,0
1022,2019/6/30,1409,1406.69,1406.2,1375.725,1358.935,1321.101667,0,0.00%,10.16%,2.59%,31.51483677,0.024127028,0.035141489,392.70%,0.01,2.93,0.79 ,0
1023,2019/7/1,1390.1,1403.92,1405.495,1379.015,1362.086667,1323.0875,-18.9,-1.34%,8.36%,2.56%,32.0562873,0.024530022,0.030712681,326.21%,0,2.26,0.60 ,1
1024,2019/7/2,1391.05,1401.63,1404.885,1381.95,1365.27,1324.9625,0.95,0.07%,7.80%,2.54%,32.60807221,0.024940854,0.026632095,307.36%,0,2.07,0.56 ,1
1025,2019/7/3,1413.5,1402.53,1406.52,1385.83,1368.483333,1327.211667,22.45,1.61%,10.44%,2.53%,33.51730355,0.025622972,0.024879124,412.88%,0,3.13,0.84 ,1
1026,2019/7/4,1414.9,1403.71,1407.44,1389.0125,1371.505,1329.484167,1.4,0.10%,10.55%,2.51%,34.37271922,0.026261937,0.023481504,420.02%,0,3.2,0.86 ,1
1027,2019/7/5,1388.65,1399.64,1403.165,1390.8825,1373.291667,1331.319167,-26.25,-1.86%,8.50%,2.48%,34.80926501,0.02658327,0.019186262,343.15%,0,2.43,0.65 ,1
1028,2019/7/6,1388.65,1399.35,1401.635,1392.7525,1375.063333,1333.11,0,0.00%,7.46%,2.45%,35.23015817,0.02689236,0.017662217,305.12%,-0.01,2.05,0.55 ,0
1029,2019/7/7,1388.65,1398.87,1400.25,1395.12,1376.663333,1334.834167,0,0.00%,7.94%,2.43%,35.68275756,0.02722677,0.01613079,327.11%,-0.01,2.27,0.61 ,0
1030,2019/7/8,1400.1,1396.19,1399.36,1398.0575,1378.645,1336.734167,11.45,0.82%,8.65%,2.41%,36.24814565,0.027644929,0.012726264,358.70%,0.01,2.59,0.70 ,1
1031,2019/7/9,1391.55,1391.52,1397.615,1400.4325,1380.341667,1338.475,-8.55,-0.61%,7.71%,2.40%,36.69396599,0.027972803,0.008098237,321.65%,0.01,2.22,0.59 ,1
1032,2019/7/10,1408.3,1395.45,1397.545,1401.8725,1382.998333,1340.495,16.75,1.20%,9.26%,2.39%,37.354108,0.028462094,0.009003385,387.45%,0,2.87,0.77 ,1
1033,2019/7/11,1413.75,1400.47,1399.91,1402.7025,1385.98,1342.605833,5.45,0.39%,9.68%,2.38%,38.05974436,0.028984528,0.010454696,406.58%,-0.01,3.07,0.82 ,1
1034,2019/7/12,1407.6,1404.26,1401.565,1403.225,1388.488333,1344.4725,-6.15,-0.44%,9.21%,2.37%,38.6551854,0.0294233,0.011358876,388.31%,0,2.88,0.77 ,1
1035,2019/7/13,1407.6,1405.76,1400.975,1403.7475,1390.878333,1346.2925,0,0.00%,8.88%,2.36%,39.23064046,0.029846429,0.010699474,375.90%,0,2.76,0.74 ,0
1036,2019/7/14,1407.6,1408.97,1400.245,1403.8425,1392.756667,1348.100833,0,0.00%,8.75%,2.36%,39.79975046,0.030264794,0.011641182,370.36%,-0.01,2.7,0.72 ,0
1037,2019/7/15,1412.4,1409.79,1402.62,1402.8925,1394.795,1350.1125,4.8,0.34%,9.29%,2.36%,40.41778066,0.030719531,0.010750684,393.17%,0,2.93,0.78 ,1
1038,2019/7/16,1409.85,1409.01,1404.74,1403.1875,1396.748333,1352.263333,-2.55,-0.18%,9.23%,2.36%,40.97706281,0.031129248,0.008778723,390.99%,0.01,2.91,0.78 ,1
1039,2019/7/17,1410.35,1409.56,1406.91,1403.58,1399.05,1354.4225,0.5,0.04%,9.82%,2.36%,41.51941896,0.031525431,0.00751224,416.20%,0,3.16,0.84 ,1
1040,2019/7/18,1417.45,1411.53,1408.645,1404.0025,1401.586667,1356.7,7.1,0.50%,10.38%,2.36%,42.10823383,0.031954652,0.007094341,439.86%,0,3.4,0.91 ,1
1041,2019/7/19,1439.7,1417.95,1413.46,1405.5375,1404.775,1359.414167,22.25,1.57%,12.11%,2.37%,42.99199468,0.032604055,0.009378726,510.00%,0,4.1,1.10 ,1
1042,2019/7/20,1439.7,1423.41,1416.6,1407.0725,1406.781667,1362.223333,0,0.00%,12.52%,2.39%,43.84111879,0.033226361,0.011820124,523.42%,0,4.23,1.13 ,0
1043,2019/7/21,1439.7,1429.38,1419.195,1409.5525,1408.2,1364.988333,0,0.00%,12.29%,2.40%,44.63544838,0.033805699,0.015040477,512.24%,0,4.12,1.10 ,0
1044,2019/7/22,1427.75,1432.86,1421.21,1411.3875,1409.22,1367.39,-11.95,-0.83%,11.56%,2.40%,45.24727625,0.034248209,0.016775237,480.85%,-0.01,3.81,1.02 ,1
1045,2019/7/23,1425.55,1434.48,1423.005,1411.99,1410.166667,1369.774167,-2.2,-0.15%,11.05%,2.41%,45.79766911,0.034643692,0.017241461,459.43%,0,3.59,0.96 ,1
1046,2019/7/24,1426.95,1431.93,1424.94,1412.5925,1410.875,1372.181667,1.4,0.10%,10.28%,2.40%,46.36386949,0.035051011,0.014923363,427.96%,0.01,3.28,0.88 ,1
1047,2019/7/25,1416.1,1427.21,1425.31,1413.965,1410.365,1374.408333,-10.85,-0.76%,9.44%,2.40%,46.82620417,0.035382476,0.011943717,393.36%,0,2.93,0.78 ,1
1048,2019/7/26,1420.4,1423.35,1426.365,1415.5525,1410.913333,1376.706667,4.3,0.30%,9.78%,2.40%,47.32165917,0.035737975,0.008814621,407.31%,0,3.07,0.82 ,1
1049,2019/7/27,1420.4,1421.88,1427.37,1417.14,1411.51,1379.075,0,0.00%,9.08%,2.40%,47.80176303,0.036081511,0.007346742,378.69%,0,2.79,0.75 ,0
1050,2019/7/28,1420.4,1420.85,1427.665,1418.155,1411.89,1381.3875,0,0.00%,8.63%,2.40%,48.29291541,0.036434274,0.006346103,359.98%,0,2.6,0.69 ,0
1051,2019/7/29,1419.05,1419.27,1425.6,1419.53,1412.225,1383.689167,-1.35,-0.10%,8.27%,2.40%,48.76906428,0.036776409,0.004988582,344.78%,0,2.45,0.65 ,1
1052,2019/7/30,1425.9,1421.23,1424.22,1420.41,1412.788333,1385.861667,6.85,0.48%,7.76%,2.40%,49.31266252,0.037168494,0.005975181,323.54%,0,2.24,0.60 ,1
1053,2019/7/31,1427.55,1422.66,1423.005,1421.1,1414.036667,1388.061667,1.65,0.12%,8.25%,2.40%,49.87479143,0.037575867,0.00609838,344.39%,0,2.44,0.65 ,1
1054,2019/8/1,1406.8,1419.94,1420.91,1421.06,1414.561667,1389.915833,-20.75,-1.45%,6.68%,2.40%,50.21711779,0.037819908,0.00380212,278.60%,0,1.79,0.48 ,1
1055,2019/8/2,1441.75,1424.21,1422.53,1422.7675,1415.503333,1391.993333,34.95,2.48%,9.33%,2.40%,50.91741353,0.038327697,0.006150933,388.96%,0,2.89,0.78 ,1
1056,2019/8/3,1441.75,1428.75,1424.01,1424.475,1416.398333,1393.951667,0,0.00%,9.88%,2.40%,51.59925127,0.038821079,0.008720475,411.07%,0,3.11,0.83 ,0
1057,2019/8/4,1441.75,1431.92,1426.575,1425.9425,1418.168333,1395.73,0,0.00%,9.71%,2.41%,52.25336205,0.039292037,0.00969678,403.35%,0.01,3.03,0.81 ,0
1058,2019/8/5,1465.25,1439.46,1431.06,1428.7125,1420.721667,1397.8925,23.5,1.63%,11.65%,2.42%,53.19413929,0.039974372,0.013189306,480.80%,0,3.81,1.02 ,1
1059,2019/8/6,1465.25,1451.15,1435.545,1431.4575,1423.275,1399.969167,0,0.00%,11.85%,2.44%,54.10234086,0.040631083,0.019585112,485.68%,-0.01,3.86,1.03 ,1
1060,2019/8/7,1506.05,1464.01,1444.11,1435.8875,1426.806667,1402.725833,40.8,2.78%,14.54%,2.49%,55.60176745,0.041723219,0.026074544,584.18%,0,4.84,1.30 ,1
1061,2019/8/8,1495.75,1474.81,1451.78,1438.69,1430.28,1405.310833,-10.3,-0.68%,13.76%,2.53%,56.88418015,0.042653544,0.031133764,544.62%,0,4.45,1.19 ,1
1062,2019/8/9,1497.7,1486,1458.96,1441.59,1433.26,1408.129167,1.95,0.13%,13.91%,2.56%,58.15116551,0.043570565,0.036797231,542.86%,-0.01,4.43,1.19 ,1
1063,2019/8/10,1497.7,1492.49,1465.975,1444.49,1436.058333,1411.019167,0,0.00%,14.64%,2.61%,59.37394257,0.0444531,0.039296222,562.09%,0,4.62,1.24 ,0
1064,2019/8/11,1497.7,1498.98,1475.065,1447.9875,1439.061667,1413.775,0,0.00%,14.33%,2.64%,60.53509347,0.045286615,0.041637085,542.66%,0,4.43,1.19 ,0
1065,2019/8/12,1504.7,1498.71,1481.36,1451.945,1442.298333,1416.588333,7,0.47%,14.62%,2.68%,61.76821942,0.046171967,0.039112343,546.19%,0.01,4.46,1.20 ,1
1066,2019/8/13,1498.4,1499.24,1487.025,1455.5175,1445.325,1419.040833,-6.3,-0.42%,14.26%,2.70%,62.8755594,0.04696371,0.037303029,527.17%,0,4.27,1.14 ,1
1067,2019/8/14,1513.25,1502.35,1494.175,1460.375,1448.686667,1421.740833,14.85,0.99%,14.94%,2.74%,64.15661594,0.047880697,0.037042747,545.01%,0,4.45,1.19 ,1
1068,2019/8/15,1515.65,1505.94,1499.215,1465.1375,1452.213333,1424.480833,2.4,0.16%,15.12%,2.78%,65.44037764,0.04879872,0.036996401,544.47%,0,4.44,1.19 ,1
1069,2019/8/16,1515.25,1509.45,1504.215,1469.88,1455.71,1427.38,-0.4,-0.03%,15.09%,2.82%,66.6755473,0.049679115,0.036916694,535.89%,0,4.36,1.17 ,1
1070,2019/8/17,1515.25,1511.56,1505.135,1474.6225,1458.97,1430.278333,0,0.00%,14.32%,2.85%,67.87049362,0.050528125,0.036045978,502.68%,0,4.03,1.08 ,0
1071,2019/8/18,1515.25,1514.93,1507.085,1479.4325,1461.488333,1433.131667,0,0.00%,13.57%,2.87%,69.04397307,0.051361669,0.036566605,473.04%,0,3.73,1.00 ,0
1072,2019/8/19,1496.6,1511.6,1506.975,1482.9675,1463.385,1435.083333,-18.65,-1.23%,11.37%,2.87%,69.95641023,0.052005707,0.032947584,396.88%,0,2.97,0.79 ,1
1073,2019/8/20,1504.55,1509.38,1507.66,1486.8175,1465.546667,1436.873333,7.95,0.53%,13.02%,2.87%,70.94677603,0.052707137,0.029909203,453.09%,0,3.53,0.95 ,1
1074,2019/8/21,1503.25,1506.98,1508.215,1491.64,1468.063333,1438.641667,-1.3,-0.09%,13.11%,2.89%,71.88775463,0.053368523,0.026508847,453.86%,0,3.54,0.95 ,1
1075,2019/8/22,1502.05,1504.34,1507.95,1494.655,1470.613333,1440.39,-1.2,-0.08%,13.02%,2.90%,72.7871099,0.053997877,0.022933742,448.42%,0,3.48,0.93 ,1
1076,2019/8/23,1503.8,1502.05,1508.49,1497.7575,1473.175,1442.025,1.75,0.12%,13.15%,2.92%,73.68329727,0.054623599,0.019600523,450.48%,0,3.5,0.94 ,1
1077,2019/8/24,1503.8,1503.49,1507.545,1500.86,1476.098333,1443.231667,0,0.00%,12.98%,2.94%,74.55621343,0.055231187,0.018556803,441.71%,0,3.42,0.91 ,0
1078,2019/8/25,1503.8,1503.34,1506.36,1502.7875,1478.878333,1444.895833,0,0.00%,13.49%,2.96%,75.40971493,0.055823991,0.016540689,455.88%,0,3.56,0.95 ,0
1079,2019/8/26,1503.8,1503.45,1505.215,1504.715,1481.658333,1446.584167,0,0.00%,13.68%,2.98%,76.23138188,0.056391025,0.014707619,458.86%,0,3.59,0.96 ,0
1080,2019/8/27,1532.95,1509.63,1506.985,1506.06,1485.41,1448.65,29.15,1.94%,16.21%,3.04%,77.37224195,0.057185856,0.016305263,533.84%,0,4.34,1.16 ,1
1081,2019/8/28,1537.15,1516.3,1509.175,1508.13,1489.346667,1450.785833,4.2,0.27%,17.17%,3.10%,78.52417986,0.057985636,0.018097421,552.88%,0,4.53,1.21 ,1
1082,2019/8/29,1540.2,1523.58,1513.535,1510.255,1493.156667,1452.9725,3.05,0.20%,17.40%,3.18%,79.66009717,0.058769719,0.020375178,547.78%,0,4.48,1.20 ,1
1083,2019/8/30,1528.4,1528.5,1515.92,1511.79,1496.518333,1455.2775,-11.8,-0.77%,16.50%,3.23%,80.61685223,0.059423145,0.021370715,510.49%,0,4.1,1.10 ,1
1084,2019/8/31,1528.4,1533.42,1518.435,1513.325,1500.571667,1457.566667,0,0.00%,18.90%,3.32%,81.54484964,0.060054241,0.021890546,569.15%,-0.01,4.69,1.25 ,0
1085,2019/9/1,1528.4,1532.51,1521.07,1514.51,1503.46,1459.481667,0,0.00%,19.05%,3.41%,82.33744288,0.060578056,0.019322097,558.43%,0.01,4.58,1.23 ,0
1086,2019/9/2,1525.95,1530.27,1523.285,1515.8875,1506.266667,1461.3325,-2.45,-0.16%,18.67%,3.49%,83.06556401,0.061053661,0.015935647,534.99%,0.01,4.35,1.16 ,1
1087,2019/9/3,1537.85,1529.8,1526.69,1517.1175,1509.47,1463.819167,11.9,0.78%,19.65%,3.58%,83.90972122,0.061611074,0.013468303,548.33%,0.01,4.48,1.20 ,1
1088,2019/9/4,1546.1,1533.34,1530.92,1518.64,1512.165,1466.443333,8.25,0.54%,19.23%,3.67%,84.81585615,0.06221059,0.014003102,524.50%,0,4.24,1.13 ,1
1089,2019/9/5,1529.1,1533.48,1533.45,1519.3325,1514.293333,1468.784167,-17,-1.10%,17.92%,3.73%,85.55300883,0.062692247,0.012670377,480.57%,0,3.81,1.02 ,1
1090,2019/9/6,1523.7,1532.54,1532.525,1519.755,1514.881667,1470.844167,-5.4,-0.35%,17.50%,3.78%,86.20924408,0.063115137,0.011656576,462.54%,0,3.63,0.97 ,1
1091,2019/9/7,1523.7,1532.09,1531.18,1520.1775,1515.813333,1473.046667,0,0.00%,17.87%,3.84%,86.84241961,0.063520384,0.01073791,464.94%,0,3.65,0.98 ,0
1092,2019/9/8,1523.7,1529.26,1529.53,1521.5325,1516.68,1474.97,0,0.00%,17.47%,3.89%,87.43441702,0.063893765,0.008294433,448.72%,0,3.49,0.93 ,0
1093,2019/9/9,1509.2,1521.88,1527.61,1521.765,1517.063333,1476.560833,-14.5,-0.95%,15.47%,3.92%,87.8904174,0.064172028,0.003174994,394.56%,0.01,2.95,0.79 ,1
1094,2019/9/10,1498.25,1515.71,1524.595,1521.515,1517.081667,1478.071667,-10.95,-0.73%,15.65%,3.95%,88.2799569,0.064406743,-0.000904148,395.81%,0,2.96,0.79 ,1
1095,2019/9/11,1490.65,1509.1,1520.82,1520.945,1516.613333,1479.455833,-7.6,-0.51%,14.36%,3.97%,88.54692581,0.064550754,-0.00495402,361.51%,0,2.62,0.70 ,1
1096,2019/9/12,1515.2,1507.4,1519.745,1521.515,1517.173333,1481.249167,24.55,1.65%,16.24%,4.01%,89.03463186,0.064850997,-0.006441804,405.35%,0,3.05,0.82 ,1
1097,2019/9/13,1503.1,1503.28,1516.27,1521.48,1516.835,1482.760833,-12.1,-0.80%,15.31%,4.03%,89.40343271,0.06506736,-0.008936371,379.71%,0.01,2.8,0.75 ,1
1098,2019/9/14,1503.1,1502.06,1511.97,1521.445,1516.416667,1484.315,0,0.00%,15.13%,4.06%,89.75717086,0.065272422,-0.009467495,372.89%,0,2.73,0.73 ,0
1099,2019/9/15,1503.1,1503.03,1509.37,1521.41,1516.011667,1485.860833,0,0.00%,14.94%,4.08%,90.10525176,0.065473596,-0.008563039,366.34%,-0.01,2.66,0.71 ,0
1100,2019/9/16,1497.2,1504.34,1506.72,1519.6225,1515.41,1487.19,-5.9,-0.39%,14.84%,4.10%,90.40359572,0.065640447,-0.007304954,362.06%,-0.01,2.62,0.70 ,1
1101,2019/9/17,1502.1,1501.72,1504.56,1517.87,1514.971667,1488.23,4.9,0.33%,14.70%,4.12%,90.70738958,0.06580865,-0.008747138,356.86%,0,2.57,0.69 ,1
1102,2019/9/18,1503.5,1501.8,1502.54,1516.035,1515.201667,1489.293333,1.4,0.09%,14.66%,4.14%,91.03351794,0.065993967,-0.008844807,354.19%,0,2.54,0.68 ,1
1103,2019/9/19,1500.7,1501.32,1501.69,1514.65,1515.073333,1490.31,-2.8,-0.19%,14.44%,4.16%,91.33252266,0.066160539,-0.009077668,347.56%,0,2.48,0.66 ,1
1104,2019/9/20,1501.9,1501.08,1502.055,1513.325,1515.028333,1491.545833,1.2,0.08%,14.54%,4.17%,91.62726848,0.066323458,-0.009206649,348.28%,0,2.48,0.66 ,1
1105,2019/9/21,1501.9,1502.02,1503.18,1512,1515.023333,1492.818333,0,0.00%,13.82%,4.19%,91.9090049,0.06647672,-0.008582926,330.10%,0,2.3,0.61 ,0
1106,2019/9/22,1501.9,1501.98,1501.85,1510.7975,1514.96,1494.0675,0,0.00%,14.10%,4.20%,92.21155849,0.066646989,-0.008567883,335.71%,0,2.36,0.63 ,0
1107,2019/9/23,1522.1,1505.7,1503.75,1510.01,1515.57,1495.834167,20.2,1.34%,16.22%,4.23%,92.64273178,0.066903643,-0.006512401,383.53%,0,2.84,0.76 ,1
1108,2019/9/24,1520.65,1509.69,1505.505,1508.7375,1516.131667,1497.505,-1.45,-0.10%,17.41%,4.27%,93.01778873,0.067118007,-0.004248751,407.84%,0,3.08,0.82 ,1
1109,2019/9/25,1528.75,1515.06,1508.07,1508.72,1516.963333,1499.310833,8.1,0.53%,18.01%,4.32%,93.36982734,0.067309342,-0.0012547,417.42%,0,3.17,0.85 ,1
1110,2019/9/26,1506.4,1515.96,1508.99,1507.855,1516.078333,1500.744167,-22.35,-1.46%,16.29%,4.34%,93.53376792,0.067370908,-7.81E-05,374.94%,-0.01,2.75,0.73 ,1
1111,2019/9/27,1489.9,1513.56,1507.77,1506.165,1514.503333,1501.925,-16.5,-1.10%,15.01%,4.36%,93.57709457,0.067349987,-0.000622866,344.16%,-0.01,2.44,0.65 ,1
1112,2019/9/28,1489.9,1507.12,1506.41,1504.475,1512.826667,1502.991667,0,0.00%,15.18%,4.38%,93.60806615,0.067320212,-0.003772188,346.71%,0,2.47,0.66 ,0
1113,2019/9/29,1489.9,1500.97,1505.33,1503.51,1511.543333,1504.030833,0,0.00%,15.47%,4.40%,93.61580541,0.06727328,-0.006995058,351.74%,0.01,2.52,0.67 ,0
1114,2019/9/30,1485.3,1492.28,1503.67,1502.8625,1510.106667,1505.339167,-4.6,-0.31%,15.10%,4.41%,93.56615127,0.067185583,-0.011804906,342.22%,0.01,2.42,0.65 ,1
1115,2019/10/1,1473.45,1485.69,1500.825,1502.0025,1508.275,1505.8675,-11.85,-0.80%,14.83%,4.42%,93.44496514,0.067049888,-0.01497406,335.22%,0.01,2.35,0.63 ,1
1116,2019/10/2,1492.6,1486.23,1499.895,1500.8725,1507.163333,1506.715,19.15,1.30%,15.84%,4.44%,93.3660875,0.066937711,-0.013889227,356.82%,0,2.57,0.69 ,1
1117,2019/10/3,1517.1,1491.67,1499.395,1501.5725,1506.471667,1507.970833,24.5,1.64%,17.75%,4.47%,93.46511549,0.066948074,-0.009825387,396.64%,-0.01,2.97,0.79 ,1
1118,2019/10/4,1499.15,1493.52,1497.245,1501.375,1504.906667,1508.535833,-17.95,-1.18%,16.35%,4.50%,93.42941641,0.066866748,-0.007566361,363.52%,0,2.64,0.70 ,1
1119,2019/10/5,1499.15,1496.29,1494.285,1501.1775,1503.908333,1509.100833,0,0.00%,15.32%,4.52%,93.379193,0.066775171,-0.00506569,339.29%,-0.01,2.39,0.64 ,0
1120,2019/10/6,1499.15,1501.43,1493.56,1501.275,1503.09,1508.985833,0,0.00%,15.05%,4.53%,93.38641543,0.066727834,-0.001104392,332.27%,-0.01,2.32,0.62 ,0
1121,2019/10/7,1501.25,1503.16,1494.695,1501.2325,1502.341667,1509.0775,2.1,0.14%,15.00%,4.54%,93.41063438,0.066692944,0.000544705,330.12%,0,2.3,0.61 ,1
1122,2019/10/8,1505.85,1500.91,1496.29,1501.35,1501.746667,1509.213333,4.6,0.31%,15.94%,4.56%,93.4638261,0.066678212,-0.000557129,349.69%,0.01,2.5,0.67 ,1
1123,2019/10/9,1507.25,1502.53,1498.025,1501.6775,1501.681667,1509.3725,1.4,0.09%,16.45%,4.58%,93.47287651,0.066629925,0.000564922,359.62%,0,2.6,0.69 ,1
1124,2019/10/10,1494.8,1501.66,1498.975,1501.3225,1501.566667,1509.324167,-12.45,-0.83%,15.49%,4.58%,93.36769816,0.066502439,6.22E-05,338.07%,0,2.38,0.63 ,1
1125,2019/10/11,1479.15,1497.66,1499.545,1500.185,1501.183333,1508.898333,-15.65,-1.05%,14.28%,4.58%,93.17323758,0.066315693,-0.002347037,312.03%,0,2.12,0.56 ,1
1126,2019/10/12,1479.15,1493.24,1498.2,1499.0475,1499.981667,1508.5775,0,0.00%,15.05%,4.58%,92.96715202,0.06612095,-0.004494499,328.97%,0,2.29,0.61 ,0
1127,2019/10/13,1479.15,1487.9,1494.405,1496.9,1499.183333,1508.009167,0,0.00%,15.89%,4.57%,92.68901422,0.065873044,-0.00752632,347.38%,0,2.47,0.66 ,0
1128,2019/10/14,1490.6,1484.57,1493.55,1495.3975,1498.766667,1507.591667,11.45,0.77%,16.83%,4.58%,92.37941498,0.065597832,-0.009472233,367.75%,0.01,2.68,0.72 ,1
1129,2019/10/15,1487.8,1483.17,1492.415,1493.35,1498.256667,1507.134167,-2.8,-0.19%,16.63%,4.57%,92.03614908,0.065299784,-0.010069481,363.50%,0,2.64,0.70 ,1
1130,2019/10/16,1485.1,1484.36,1491.01,1492.285,1497.853333,1506.631667,-2.7,-0.18%,16.41%,4.57%,91.66308109,0.064981753,-0.009008448,359.33%,0,2.59,0.69 ,1
1131,2019/10/17,1492.65,1487.06,1490.15,1492.4225,1497.538333,1506.255,7.55,0.51%,17.01%,4.57%,91.30905413,0.06467582,-0.006997038,372.49%,-0.01,2.72,0.73 ,1
1132,2019/10/18,1490,1489.23,1488.565,1492.4275,1497.088333,1506.145,-2.65,-0.18%,16.80%,4.56%,90.92523882,0.06434999,-0.005249078,368.05%,0,2.68,0.71 ,1
1133,2019/10/19,1490,1489.11,1486.84,1492.4325,1496.731667,1505.9025,0,0.00%,16.80%,4.55%,90.5243124,0.064012607,-0.005092206,369.04%,0,2.69,0.72 ,0
1134,2019/10/20,1490,1489.55,1486.36,1492.6675,1496.335,1505.681667,0,0.00%,17.37%,4.55%,90.10604646,0.063663537,-0.004534412,382.00%,0,2.82,0.75 ,0
1135,2019/10/21,1491.65,1490.86,1487.61,1493.5775,1495.993333,1505.508333,1.65,0.11%,17.30%,4.54%,89.62274595,0.063267202,-0.003431388,381.47%,0,2.81,0.75 ,1
1136,2019/10/22,1485.35,1489.4,1488.23,1493.215,1495.441667,1505.200833,-6.3,-0.42%,15.97%,4.51%,89.11192296,0.062854211,-0.004040055,353.94%,0,2.54,0.68 ,1
