index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,Standard Dev,Coefficient of Variation,Bias(5:30),Danger
944,2019/4/13,5072.85,5195.82,5081.53,4564.38,4369.12,4097.45,37.83,0.75%,3711.452607,0.746658427,-0.189214304,
945,2019/4/14,5064.62,5172.51,5100.53,4617.42,4408.96,4121.51,-8.23,-0.16%,3709.491687,0.746249038,-0.173181431,
946,2019/4/15,5152.51,5131.7,5111.01,4670.95,4448.27,4145.38,87.89,1.74%,3707.537315,0.74582709,-0.153639505,
947,2019/4/16,5036.18,5127.04,5135.14,4731.78,4488.8,4171.01,-116.33,-2.26%,3705.58195,0.745423435,-0.142184994,
948,2019/4/17,5196.65,5072.24,5135.88,4786.2,4522.81,4194.94,160.47,3.19%,3703.636303,0.744996427,-0.121479788,
949,2019/4/18,5220.37,5104.56,5150.19,4843.61,4562.87,4221.42,23.72,0.46%,3701.695316,0.744566733,-0.118716948,
950,2019/4/19,5276.31,5134.07,5153.29,4902.76,4603.59,4248.1,55.94,1.07%,3699.761771,0.74412986,-0.115231808,
951,2019/4/20,5277.04,5176.4,5154.05,4960.8,4645.16,4274.86,0.73,0.01%,3697.831317,0.74369365,-0.114364198,
952,2019/4/21,5309.28,5201.31,5164.17,5018.93,4685.85,4297.63,32.24,0.61%,3695.906815,0.743253738,-0.110003521,
953,2019/4/22,5281.83,5255.93,5164.08,5078.68,4729.75,4320.67,-27.45,-0.52%,3693.982802,0.742818395,-0.111249009,
954,2019/4/23,5377.19,5272.97,5188.76,5135.15,4772.51,4342.25,95.36,1.81%,3692.071423,0.742370846,-0.104863059,
955,2019/4/24,5518.16,5304.33,5219.2,5159.86,4818.02,4366.12,140.97,2.62%,3690.181943,0.741905912,-0.100935654,
956,2019/4/25,5434.19,5352.7,5264.55,5187.78,4868.82,4391.7,-83.97,-1.52%,3688.283422,0.741452523,-0.099383423,
957,2019/4/26,5195.61,5384.13,5292.72,5213.93,4918.76,4413.28,-238.58,-4.39%,3686.364849,0.741032436,-0.094611243,
958,2019/4/27,5292.83,5361.4,5308.66,5222.27,4960.36,4437.09,97.22,1.87%,3684.456676,0.740599459,-0.080848971,
959,2019/4/28,5280.19,5363.6,5318.28,5234.24,5001.83,4461.16,-12.64,-0.24%,3682.550351,0.740168972,-0.072327528,
960,2019/4/29,5301.29,5344.2,5324.26,5238.78,5043.26,4485.31,21.1,0.40%,3680.648861,0.739736346,-0.05967172,
961,2019/4/30,5260.65,5300.82,5326.76,5240.41,5082.79,4509.78,-40.64,-0.77%,3678.746811,0.739310048,-0.042895732,
962,2019/5/1,5269.79,5266.11,5325.12,5244.65,5120.99,4533.29,9.14,0.17%,3676.848452,0.738883225,-0.028338271,
963,2019/5/2,5326.67,5280.95,5321.17,5242.63,5159.51,4557.21,56.88,1.08%,3674.958193,0.73844942,-0.023537119,
964,2019/5/3,5390.16,5287.72,5325.66,5257.21,5198.65,4582.13,63.49,1.19%,3673.077679,0.738007992,-0.017133294,
965,2019/5/4,5657.14,5309.71,5326.95,5273.08,5215.56,4608.39,266.98,4.95%,3671.241157,0.737534658,-0.018051753,
966,2019/5/5,5771.08,5380.88,5340.85,5302.7,5238.81,4640.49,113.94,2.01%,3669.431005,0.737049526,-0.027118754,
967,2019/5/6,5717.66,5482.97,5374.54,5333.63,5267.47,4672.14,-53.42,-0.93%,3667.612007,0.736571191,-0.040911481,
968,2019/5/7,5684.47,5572.54,5426.75,5367.7,5290.43,4702.82,-33.19,-0.58%,3665.788968,0.736097487,-0.053324588,
969,2019/5/8,5755.72,5644.1,5465.91,5392.1,5311.46,4732.78,71.25,1.25%,3663.983461,0.735616815,-0.062626848,
970,2019/5/9,5936.72,5717.21,5513.46,5418.86,5330.34,4764.11,181,3.14%,3662.224614,0.735118399,-0.07257886,
971,2019/5/10,6146.91,5773.13,5577.01,5451.88,5352.61,4797.21,210.19,3.54%,3660.530835,0.734601657,-0.078563542,
972,2019/5/11,6348.02,5848.3,5665.63,5495.38,5384.98,4834.19,201.11,3.27%,3658.91072,0.734069865,-0.086039317,
973,2019/5/12,7248.31,5974.37,5773.45,5547.31,5419.57,4875.3,900.29,14.18%,3657.750577,0.733495068,-0.102369745,
974,2019/5/13,6978.63,6287.14,5965.62,5645.64,5493.35,4931.23,-269.68,-3.72%,3656.430263,0.732930038,-0.144500168,
975,2019/5/14,7823.11,6531.72,6124.47,5725.71,5556.87,4982.91,844.48,12.10%,3655.681405,0.732353619,-0.175431493,
976,2019/5/15,7992.69,6909,6341.06,5840.96,5648.82,5048.55,169.58,2.17%,3655.069973,0.731780826,-0.2230873,
977,2019/5/16,8206.9,7278.15,6563.22,5968.88,5743.49,5116.15,214.21,2.68%,3654.64302,0.731214522,-0.267199908,
978,2019/5/17,7885.96,7649.93,6812.15,6119.45,5849.19,5186,-320.94,-3.91%,3653.94074,0.730642783,-0.30786143,
979,2019/5/18,7362.22,7777.46,7032.3,6249.1,5938.83,5250.85,-523.74,-6.64%,3652.854026,0.730073744,-0.309594651,
980,2019/5/19,7265.05,7854.18,7192.95,6353.2,6010.22,5306.91,-97.17,-1.32%,3651.70502,0.729507959,-0.306804077,
981,2019/5/20,8193.7,7742.56,7325.78,6451.39,6076.52,5360.84,928.65,12.78%,3651.261318,0.728946566,-0.274176667,
982,2019/5/21,8007.03,7782.77,7530.46,6598.05,6173.74,5429.79,-186.67,-2.28%,3650.654946,0.728382001,-0.26062484,
983,2019/5/22,7952.5,7742.79,7696.36,6734.91,6263.66,5496.7,-54.53,-0.68%,3650.002154,0.727817808,-0.236144682,
984,2019/5/23,7625.93,7756.1,7766.78,6866.2,6352.69,5562.6,-326.57,-4.11%,3649.09634,0.727252795,-0.220915864,
985,2019/5/24,7880.29,7808.84,7831.51,6977.99,6427.64,5622.83,254.36,3.34%,3648.383448,0.726690243,-0.214884468,
986,2019/5/25,8003.26,7931.89,7837.23,7089.15,6506.38,5687.6,122.97,1.56%,3647.769233,0.726130826,-0.219094181,
987,2019/5/26,8071.45,7893.8,7838.28,7200.75,6592.02,5755.39,68.19,0.85%,3647.210637,0.725574067,-0.197478163,
988,2019/5/27,8744.42,7906.69,7824.74,7318.44,6687.88,5824.12,672.97,8.34%,3647.280728,0.725045795,-0.182241607,
989,2019/5/28,8770.06,8065.07,7910.59,7471.44,6802.93,5902.38,25.64,0.29%,3647.37325,0.724520134,-0.185528882,
990,2019/5/29,8719.88,8293.9,8051.37,7622.16,6919.26,5981.26,-50.18,-0.57%,3647.410219,0.723992606,-0.198668644,
991,2019/5/30,8662.98,8461.81,8196.85,7761.32,7033.21,6058,-56.9,-0.65%,3647.385936,0.723463014,-0.203122045,
992,2019/5/31,8272.46,8593.76,8243.78,7887.12,7146.62,6133.81,-390.52,-4.51%,3646.988984,0.722917729,-0.202492927,
993,2019/6/1,8553.81,8633.96,8270.32,7983.34,7246.71,6203.11,281.35,3.40%,3646.851068,0.722384894,-0.191431698,
994,2019/6/2,8554.8,8595.84,8330.45,8048.62,7354.28,6276.47,0.99,0.01%,3646.710973,0.721853243,-0.168821421,
995,2019/6/3,8739.03,8552.79,8423.34,8127.43,7459.77,6337.67,184.23,2.15%,3646.749928,0.721332369,-0.146521944,
996,2019/6/4,8134.92,8556.62,8509.22,8173.22,7562.5,6400.65,-604.11,-6.91%,3646.223744,0.720787937,-0.131453884,
997,2019/6/5,7675.8,8451,8522.38,8180.33,7641.3,6454.38,-459.12,-5.64%,3645.337056,0.720239288,-0.105963645,
998,2019/6/6,7786.04,8331.67,8482.82,8153.78,7706.57,6498.5,110.24,1.44%,3644.530799,0.719692153,-0.081112609,
999,2019/6/7,7803.23,8178.12,8386.98,8148.78,7776.62,6544.04,17.19,0.22%,3643.736811,0.719146364,-0.051629114,
1000,2019/6/8,7998.29,8027.8,8290.3,8170.83,7844.87,6587.6,195.06,2.50%,3643.093622,0.718604064,-0.023318423,
1001,2019/6/9,7931.34,7879.66,8218.14,8207.49,7913.59,6633.1,-66.95,-0.84%,3642.396201,0.718061985,0.004287561,
1002,2019/6/10,7640.61,7838.94,8144.97,8194.38,7973.07,6679.02,-290.73,-3.67%,3641.482038,0.717519595,0.01682288,
1003,2019/6/11,8020.38,7831.9,8081.79,8176.06,8016.16,6717.86,379.77,4.97%,3640.853663,0.716981344,0.022986068,
1004,2019/6/12,7917.58,7878.77,8028.44,8179.45,8041.89,6767.62,-102.8,-1.28%,3640.142919,0.71644275,0.020283789,
1005,2019/6/13,8173.06,7901.64,7964.72,8194.03,8073.19,6815.03,255.48,3.23%,3639.637908,0.715910252,0.021249345,
1006,2019/6/14,8237.88,7936.59,7908.12,8208.67,8084.86,6866.84,64.82,0.79%,3639.186401,0.715380721,0.018339217,
1007,2019/6/15,8693.6,7997.9,7918.42,8220.4,8093.03,6918.26,455.72,5.53%,3639.152398,0.714871242,0.011754559,
1008,2019/6/16,8859.47,8208.5,8020.2,8251.51,8109.25,6979.22,165.87,1.91%,3639.281289,0.714372397,-0.01223911,
1009,2019/6/17,8978.99,8376.32,8127.54,8257.26,8141.7,7040.27,119.52,1.35%,3639.53034,0.713882317,-0.028817078,
1010,2019/6/18,9327.48,8588.6,8245.12,8267.71,8195.59,7102.91,348.49,3.88%,3640.158451,0.713420137,-0.047953839,
1011,2019/6/19,9076.18,8819.48,8378.04,8298.09,8264.34,7170.43,-251.3,-2.69%,3640.501084,0.712938633,-0.067172938,
1012,2019/6/20,9281.7,8987.14,8492.52,8318.75,8293.76,7233.75,205.52,2.26%,3641.065498,0.712474062,-0.083602612,
1013,2019/6/21,9531.35,9104.76,8656.63,8369.21,8336.25,7299.95,249.65,2.69%,3641.914211,0.712032683,-0.092188934,
1014,2019/6/22,10209.38,9239.14,8807.73,8418.09,8388.88,7370.78,678.03,7.11%,3643.626963,0.711669167,-0.101355604,
1015,2019/6/23,10668.63,9485.22,9036.91,8500.82,8474.99,7451.32,459.25,4.50%,3645.987514,0.711371395,-0.119201321,
1016,2019/6/24,10814.48,9753.45,9286.47,8597.3,8567.94,7537.16,145.85,1.37%,3648.554295,0.711096064,-0.138365815,
1017,2019/6/25,11017.5,10101.11,9544.13,8731.27,8661.64,7626.83,203.02,1.88%,3651.421357,0.710853715,-0.166189082,
1018,2019/6/26,11766.4,10448.27,9776.52,8898.36,8759.84,7723.86,748.9,6.80%,3655.528018,0.710752953,-0.192746671,
1019,2019/6/27,12932.55,10895.28,10067.21,9097.38,8860.58,7831.75,1166.15,9.91%,3661.858892,0.710928287,-0.22963508,
1020,2019/6/28,11132.85,11439.91,10462.57,9353.84,8999.33,7959.29,-1799.7,-13.92%,3664.845365,0.710699679,-0.271195745,
1021,2019/6/29,12374.35,11532.76,10643.1,9510.57,9079.76,8056.49,1241.5,11.15%,3669.996343,0.710725203,-0.270161326,
1022,2019/6/30,11890.38,11844.73,10972.92,9732.72,9203.47,8175.05,-483.97,-3.91%,3674.220234,0.71063828,-0.286985235,
1023,2019/7/1,10737.73,12019.31,11233.79,9945.21,9324.07,8285.39,-1152.65,-9.69%,3676.540625,0.7103401,-0.289062609,
1024,2019/7/2,10578.72,11813.57,11354.42,10081.08,9396.87,8375.58,-159.01,-1.48%,3678.616048,0.710017979,-0.257181381,
1025,2019/7/3,10805.4,11342.81,11391.36,10214.13,9464.33,8462.05,226.68,2.14%,3681.009199,0.709728947,-0.198479977,
1026,2019/7/4,11984.76,11277.32,11405.04,10345.75,9533.21,8547.86,1179.36,10.91%,3685.321235,0.709654611,-0.182950968,
1027,2019/7/5,11160.49,11199.4,11522.06,10533.09,9661.54,8651.42,-824.27,-6.88%,3688.222722,0.709420343,-0.159173382,
1028,2019/7/6,10955.16,11053.42,11536.36,10656.44,9777.69,8742.13,-205.33,-1.84%,3690.790751,0.709151255,-0.130473558,
1029,2019/7/7,11232.04,11096.91,11455.24,10761.22,9883.33,8829.98,276.88,2.53%,3693.771755,0.708926909,-0.122790598,
1030,2019/7/8,11477.01,11227.57,11285.19,10873.88,9997.62,8921.25,244.97,2.18%,3697.129847,0.708744617,-0.12302428,
1031,2019/7/9,12313.08,11361.89,11319.6,10981.35,10113.58,9013.59,836.07,7.28%,3701.928882,0.708730315,-0.123429092,
1032,2019/7/10,12586.78,11427.56,11313.48,11143.2,10259.64,9116.35,273.7,2.22%,3707.215735,0.708775218,-0.113836353,
1033,2019/7/11,12099.9,11712.81,11383.12,11308.45,10424.51,9220.33,-486.88,-3.87%,3711.569809,0.708707486,-0.123583746,
1034,2019/7/12,11352.87,11941.76,11519.33,11436.88,10560.5,9301.19,-747.03,-6.17%,3714.639079,0.708494163,-0.130794943,
1035,2019/7/13,11803.97,11965.93,11596.75,11494.05,10675.01,9374.1,451.1,3.97%,3718.43176,0.708361918,-0.120929161,
1036,2019/7/14,11389.1,12031.32,11696.61,11550.82,10796.04,9440.45,-414.87,-3.51%,3721.52092,0.708151684,-0.114419732,
1037,2019/7/15,10186.96,11846.52,11637.04,11579.55,10901.08,9497.05,-1202.14,-10.56%,3722.87308,0.707769103,-0.086729021,
1038,2019/7/16,10873.5,11366.56,11539.69,11538.02,10950.86,9530.05,686.54,6.74%,3725.150157,0.707475329,-0.037960489,
1039,2019/7/17,9397.72,11121.28,11531.52,11493.38,11017.99,9579.85,-1475.78,-13.57%,3725.560907,0.707019808,-0.009374668,
1040,2019/7/18,9674.28,10730.25,11348.09,11316.64,11031.95,9613.77,276.56,2.94%,3726.270509,0.706587072,0.02734784,
1041,2019/7/19,10638.56,10304.31,11167.82,11243.71,11043.51,9653.92,964.28,9.97%,3728.184871,0.706260549,0.066935241,
1042,2019/7/20,10535.75,10154.2,11000.36,11156.92,11095.59,9694.67,-102.81,-0.97%,3729.947348,0.705920405,0.084843618,
1043,2019/7/21,10764.9,10223.96,10795.26,11089.19,11137.39,9736.82,229.15,2.17%,3732.014164,0.705610458,0.082014727,
1044,2019/7/22,10587.41,10202.24,10661.76,11090.55,11178.51,9783.69,-177.49,-1.65%,3733.823714,0.705276497,0.087334537,
1045,2019/7/23,10323.62,10440.18,10585.22,11090.98,11191.11,9833.05,-263.79,-2.49%,3735.273943,0.704910205,0.067100583,
1046,2019/7/24,9844.3,10570.05,10437.18,11066.89,11179.61,9873.77,-479.32,-4.64%,3736.128949,0.704494379,0.054524263,
1047,2019/7/25,9772.17,10411.2,10282.7,10959.87,11147.27,9904.46,-72.13,-0.73%,3736.894206,0.704072554,0.066031414,
1048,2019/7/26,9875.17,10258.48,10241.22,10890.45,11105.76,9932.8,103,1.05%,3737.771522,0.703660572,0.076291942,
1049,2019/7/27,9848.65,10080.53,10141.39,10836.45,11042.72,9951.65,-26.52,-0.27%,3738.611195,0.703246622,0.087133424,
1050,2019/7/28,9473.99,9932.78,10186.48,10767.28,10939.92,9969.62,-374.66,-3.80%,3739.030258,0.702802465,0.092061002,
1051,2019/7/29,9530,9762.86,10166.45,10667.13,10884.62,9982.19,56.01,0.59%,3739.503787,0.702363167,0.103059179,
1052,2019/7/30,9501.33,9700,10055.6,10527.98,10789.81,9996.64,-28.67,-0.30%,3739.941603,0.701922414,0.101003632,
1053,2019/7/31,9589.13,9645.83,9952.15,10373.71,10710.18,10017.12,87.8,0.92%,3740.46817,0.701488992,0.099377415,
1054,2019/8/1,10084.7,9588.62,9834.58,10248.17,10671.89,10034.38,495.57,5.17%,3741.554363,0.701100391,0.101506856,
1055,2019/8/2,10407.17,9635.83,9784.31,10184.76,10655.42,10059.88,322.47,3.20%,3743.032933,0.700746963,0.095687453,
1056,2019/8/3,10529.55,9822.47,9792.66,10114.92,10642.15,10087.68,122.38,1.18%,3744.660353,0.700408035,0.07702203,
1057,2019/8/4,10814.57,10022.38,9861.19,10071.94,10593.64,10127.59,285.02,2.71%,3746.660167,0.700105287,0.053924808,
1058,2019/8/5,10980.23,10285.02,9965.43,10103.32,10582.11,10179.9,165.66,1.53%,3748.879236,0.699824892,0.028074741,
1059,2019/8/6,11787.99,10563.24,10075.93,10108.66,10582.95,10233.14,807.76,7.36%,3752.308383,0.699672597,0.00186243,
1060,2019/8/7,11465.67,10903.9,10269.87,10228.17,10601.48,10299.55,-322.32,-2.73%,3755.211948,0.699463822,-0.028526206,
1061,2019/8/8,11960.82,11115.6,10469.03,10317.74,10601.1,10357.34,495.15,4.32%,3758.885332,0.699339471,-0.048532699,
1062,2019/8/9,11996.41,11401.86,10712.12,10383.86,10589.36,10424.5,35.59,0.30%,3762.596724,0.699219637,-0.076727961,
1063,2019/8/10,11856.64,11638.22,10961.62,10456.89,10569.68,10497.1,-139.77,-1.17%,3766.059133,0.699072429,-0.10109483,
1064,2019/8/11,11282.22,11813.51,11188.38,10511.48,10561.57,10561.03,-574.42,-4.84%,3768.618213,0.69882943,-0.118537301,
1065,2019/8/12,11566.84,11712.35,11308.13,10546.22,10559.22,10617.11,284.62,2.52%,3771.589282,0.698630039,-0.109205983,
1066,2019/8/13,11386.26,11732.59,11424.09,10608.38,10551.31,10673.67,-180.58,-1.56%,3774.271311,0.698400865,-0.111955767,
1067,2019/8/14,10858.12,11617.67,11509.76,10685.48,10551.22,10726.15,-528.14,-4.64%,3776.190073,0.698096247,-0.10107362,
1068,2019/8/15,10016.96,11390.02,11514.12,10739.77,10573.59,10762.22,-841.16,-7.75%,3777.050983,0.697699452,-0.077214078,
1069,2019/8/16,10302.17,11022.08,11417.79,10746.86,10545.04,10781.51,285.21,2.85%,3778.239712,0.697330524,-0.04523833,
1070,2019/8/17,10359.44,10826.07,11269.21,10769.54,10575.19,10803.57,57.27,0.56%,3779.489782,0.696967754,-0.023723451,
1071,2019/8/18,10214.52,10584.59,11158.59,10813.81,10598.02,10820.77,-144.92,-1.40%,3780.557723,0.696590498,0.001267218,
1072,2019/8/19,10317.6,10350.24,10983.96,10848.04,10583.89,10839.74,103.08,1.01%,3781.740911,0.696223836,0.022076004,
1073,2019/8/20,10917.26,10242.14,10816.08,10888.85,10576.62,10857,599.66,5.81%,3783.680641,0.695926563,0.03162447,
1074,2019/8/21,10760.56,10422.2,10722.14,10955.26,10581.7,10880.1,-156.7,-1.44%,3785.401078,0.695609398,0.015073192,
1075,2019/8/22,10129.4,10513.88,10669.97,10989.05,10587.47,10889.29,-631.16,-5.87%,3786.336794,0.695224785,0.006950669,
1076,2019/8/23,10111.98,10467.87,10526.23,10975.16,10580.99,10880.3,-17.42,-0.17%,3787.245599,0.694838944,0.010690871,
1077,2019/8/24,10405.81,10447.36,10398.8,10954.28,10589.92,10868.59,293.83,2.91%,3788.493201,0.694482145,0.013461858,
1078,2019/8/25,10143.8,10465,10353.57,10933.84,10611.04,10858.4,-262.01,-2.52%,3789.423974,0.694099871,0.013763024,
1079,2019/8/26,10135.06,10310.31,10366.25,10892.02,10619.99,10831.35,-8.74,-0.09%,3790.337845,0.693717161,0.029160103,
1080,2019/8/27,10360.28,10185.21,10349.54,10809.38,10629.54,10784.73,225.22,2.22%,3791.507515,0.693356435,0.041801433,
1081,2019/8/28,10171.95,10231.39,10349.63,10754.11,10659.08,10771.85,-188.33,-1.82%,3792.449282,0.692977762,0.040124476,
1082,2019/8/29,9717.82,10243.38,10345.37,10664.66,10680.48,10735.15,-454.13,-4.46%,3792.890169,0.692562278,0.040925127,
1083,2019/8/30,9484.55,10105.78,10285.39,10550.73,10687.7,10698.94,-233.27,-2.40%,3793.092376,0.692131928,0.054447636,
1084,2019/8/31,9577.99,9973.93,10142.12,10432.13,10684.21,10678.05,93.44,0.99%,3793.382489,0.691708185,0.066479412,
1085,2019/9/1,9600.9,9862.52,10023.86,10346.92,10667.32,10661.37,22.91,0.24%,3793.691105,0.691286615,0.075445379,
1086,2019/9/2,9769.79,9710.64,9971.01,10248.62,10640.45,10641.3,168.89,1.76%,3794.167084,0.690877435,0.087384462,
1087,2019/9/3,10386.64,9630.21,9936.8,10167.8,10615.12,10604.38,616.85,6.31%,3795.322615,0.690522164,0.09278369,
1088,2019/9/4,10621.29,9763.97,9934.88,10144.22,10600.86,10591.48,234.65,2.26%,3796.754301,0.690191679,0.078945482,
1089,2019/9/5,10584.16,9991.32,9982.63,10174.44,10588.89,10585.92,-37.13,-0.35%,3798.131292,0.689857174,0.056433677,
1090,2019/9/6,10577.8,10192.56,10027.54,10188.54,10548.76,10575.12,-6.36,-0.06%,3799.491774,0.689522039,0.033767002,
1091,2019/9/7,10317.47,10387.94,10049.29,10199.46,10519.17,10560.13,-260.33,-2.46%,3800.534199,0.689160652,0.012475319,
1092,2019/9/8,10487.21,10497.47,10063.84,10204.61,10464.39,10526.87,169.74,1.65%,3801.768824,0.688816289,-0.003161197,
1093,2019/9/9,10406.31,10517.59,10140.78,10213.09,10414.08,10491.88,-80.9,-0.77%,3802.899636,0.688463953,-0.009939428,
1094,2019/9/10,10313.66,10474.59,10232.96,10187.54,10365.74,10463.65,-92.65,-0.89%,3803.915342,0.688102912,-0.010500939,
1095,2019/9/11,10101.03,10420.49,10306.52,10165.19,10333.45,10446.33,-212.63,-2.06%,3804.685534,0.687723174,-0.008423131,
1096,2019/9/12,10159.32,10325.14,10356.54,10163.77,10284.59,10417.95,58.29,0.58%,3805.513747,0.687348836,-0.003942792,
1097,2019/9/13,10420.16,10293.51,10395.49,10166.14,10243.69,10397.46,260.84,2.57%,3806.631984,0.686998908,-0.004863482,
1098,2019/9/14,10363.9,10280.1,10398.84,10166.86,10229.1,10401.34,-56.26,-0.54%,3807.677518,0.686643773,-0.004985776,
1099,2019/9/15,10361.33,10271.61,10373.1,10177.86,10240.66,10392.85,-2.57,-0.02%,3808.712869,0.68628864,-0.003022266,
1100,2019/9/16,10310.43,10281.15,10350.82,10189.18,10242.63,10408.91,-50.9,-0.49%,3809.683015,0.685929019,-0.003760753,
1101,2019/9/17,10265.63,10323.03,10324.08,10186.69,10241,10419.51,-44.8,-0.43%,3810.595802,0.68556562,-0.00800996,
1102,2019/9/18,10190.36,10344.29,10318.9,10191.37,10242.7,10413.3,-75.27,-0.73%,3811.418402,0.685195927,-0.009918283,
1103,2019/9/19,10157.59,10298.33,10289.21,10215,10238.46,10407.54,-32.77,-0.32%,3812.198847,0.684823807,-0.005847559,
1104,2019/9/20,10275.88,10257.07,10264.34,10248.65,10213.14,10397.42,118.29,1.16%,3813.103621,0.684462333,-0.004301322,
1105,2019/9/21,10173.11,10239.98,10260.56,10283.54,10196.98,10392.23,-102.77,-1.00%,3813.888521,0.684092258,-0.004216935,
1106,2019/9/22,9979.49,10212.51,10267.77,10312.15,10198.44,10389.72,-193.62,-1.90%,3814.461114,0.683707037,-0.001379623,
1107,2019/9/23,10033.05,10155.29,10249.79,10322.64,10194.02,10391.97,53.56,0.54%,3815.084494,0.683326425,0.003799286,
1108,2019/9/24,9683.38,10123.82,10211.08,10304.96,10181.6,10396.32,-349.67,-3.49%,3815.349464,0.682921637,0.005674943,
1109,2019/9/25,8553.61,10028.98,10143.02,10258.06,10166.25,10393.12,-1129.77,-11.67%,3814.669021,0.682473338,0.013502521,
1110,2019/9/26,8432.23,9684.53,9962.25,10156.54,10113.54,10371.54,-121.38,-1.42%,3813.904719,0.682024383,0.04241937,
1111,2019/9/27,8055.64,9336.35,9774.43,10049.26,10049.27,10354.18,-376.59,-4.47%,3812.904604,0.681575508,0.070942466,
1112,2019/9/28,8193.9,8951.58,9553.43,9936.17,9978.72,10329.6,138.26,1.72%,3811.987131,0.681127121,0.102933042,
1113,2019/9/29,8225,8583.75,9353.79,9821.5,9927.93,10307.81,31.1,0.38%,3811.08878,0.680679639,0.135393783,
1114,2019/9/30,8056.74,8292.08,9160.53,9712.43,9885.94,10285.08,-168.26,-2.05%,3810.089786,0.680233407,0.161224932,
1115,2019/10/1,8307.74,8192.7,8938.61,9599.59,9835.23,10251.28,251,3.12%,3809.243312,0.679787938,0.167004737,
1116,2019/10/2,8322.92,8167.8,8752.08,9509.92,9792.13,10216.29,15.18,0.18%,3808.406293,0.679343421,0.165881172,
1117,2019/10/3,8382.03,8221.26,8586.42,9418.1,9743.9,10179.51,59.11,0.71%,3807.607138,0.678900168,0.156265972,
1118,2019/10/4,8236.17,8258.89,8421.32,9316.2,9677.08,10138.97,-145.86,-1.74%,3806.715239,0.678457077,0.146551439,
1119,2019/10/5,8155.48,8261.12,8276.6,9209.81,9597.58,10093.23,-80.69,-0.98%,3805.774389,0.678014844,0.139249686,
1120,2019/10/6,8147.69,8280.87,8236.78,9099.52,9516.62,10032.69,-7.79,-0.10%,3804.829,0.677573488,0.129851775,
1121,2019/10/7,7869.74,8248.86,8208.33,8991.38,9435.62,9977.39,-277.95,-3.41%,3803.727991,0.677135132,0.125774459,
1122,2019/10/8,8212.02,8158.22,8189.74,8871.59,9354.02,9909.21,342.28,4.35%,3802.821639,0.676695457,0.127838085,
1123,2019/10/9,8190,8124.22,8191.55,8772.67,9278.18,9846.13,-22.02,-0.27%,3801.901994,0.67625663,0.12437353,
1124,2019/10/10,8587.92,8114.99,8188.05,8674.29,9204.31,9785.02,397.92,4.86%,3801.239638,0.675821892,0.118348904,
1125,2019/10/11,8586.9,8201.47,8241.17,8589.89,9146.78,9740.12,-1.02,-0.01%,3800.575813,0.675387972,0.103348938,
1126,2019/10/12,8269.73,8289.32,8269.09,8510.58,9096.31,9690.45,-317.17,-3.69%,3799.703961,0.674951806,0.088716194,
1127,2019/10/13,8308.01,8369.31,8263.77,8425.09,9033.33,9638.51,38.28,0.46%,3798.855747,0.674516633,0.073507776,
1128,2019/10/14,8283.76,8388.51,8256.37,8338.84,8962.92,9596.01,-24.25,-0.29%,3797.992314,0.6740822,0.064087373,
1129,2019/10/15,8353.54,8407.26,8261.12,8268.86,8893.58,9567.12,69.78,0.84%,3797.17238,0.673648962,0.054682141,
1130,2019/10/16,8162.16,8360.39,8280.93,8258.86,8826.66,9534.64,-191.38,-2.29%,3796.23547,0.67321606,0.052825191,
1131,2019/10/17,8002.51,8275.44,8282.38,8245.35,8755.05,9498.02,-159.65,-1.96%,3795.207956,0.67278473,0.054780955,
1132,2019/10/18,8076.78,8222,8295.66,8242.7,8679.61,9461.16,74.27,0.93%,3794.222237,0.672353754,0.052722415,
1133,2019/10/19,7954.15,8175.75,8282.13,8236.84,8609.16,9423.81,-122.63,-1.52%,3793.169215,0.671924507,0.050342891,
1134,2019/10/20,7960.04,8109.83,8258.55,8223.3,8535.71,9374.42,5.89,0.07%,3792.119825,0.671496023,0.049893916,
1135,2019/10/21,8231.06,8031.13,8195.76,8218.46,8458.51,9327.75,271.02,3.40%,3791.224831,0.671067265,0.050526629,
1136,2019/10/22,8222.52,8044.91,8160.17,8214.63,8393.78,9296.11,-8.54,-0.10%,3790.324738,0.670639316,0.041562919,
1137,2019/10/23,8026.76,8088.91,8155.45,8209.61,8335.21,9264.62,-195.76,-2.38%,3789.312507,0.670212739,0.029549345,
1138,2019/10/24,7469.56,8078.91,8127.33,8191.85,8268.34,9224.97,-557.2,-6.94%,3788.030423,0.669797132,0.022910282,
1139,2019/10/25,7431.88,7981.99,8045.91,8153.52,8194.54,9180.4,-37.68,-0.50%,3786.733831,0.669383436,0.025938003,
1140,2019/10/26,8666.79,7876.36,7953.74,8117.34,8157.15,9135.34,1234.91,16.62%,3786.121752,0.668963309,0.034422562,
1141,2019/10/27,9259.8,7963.5,8004.2,8143.29,8164.97,9107.12,593.01,6.84%,3785.961559,0.668562613,0.024674922,
1142,2019/10/28,9551.54,8170.96,8129.93,8212.79,8205.11,9091.92,291.74,3.15%,3786.051136,0.668176996,0.00416204,
1143,2019/10/29,9218.76,8475.91,8277.41,8279.77,8250.36,9089.15,-332.78,-3.48%,3785.852017,0.667775884,-0.027338201,
1144,2019/10/30,9433.35,8825.75,8403.87,8331.21,8283.49,9084.72,214.59,2.33%,3785.831565,0.667385297,-0.065462746,
