Date,USD (PM),value,ma5
,,1722.05,1698.56
,,1738.25,1709.52
,,1733.5,1719.53
,,1733.5,1728.16
,,1733.5,1732.16
,,1710.45,1729.84
,,1719.85,1726.16
,,1724.35,1724.33
,,1719.5,1721.53
,,1734.75,1721.78
,,1734.75,1726.64
,,1734.75,1729.62
,,1761.85,1737.12
,,1768.9,1747
,,1766.05,1753.26
,,1756.55,1757.62
,,1747.6,1760.19
,,1747.6,1757.34
,,1747.6,1753.08
,,1771.6,1754.19
,,1768.1,1756.5
,,1771.05,1761.19
,,1777.45,1767.16
,,1772.9,1772.22
,,1772.9,1772.48
,,1772.9,1773.44
,,1787.9,1776.81
,,1789.55,1779.23
,,1811.1,1786.87
,,1812.1,1794.71
,,1803.1,1800.75
,,1803.1,1803.79
,,1803.1,1806.5
,,1807.5,1805.78
,,1801.9,1803.74
,,1804.6,1804.04
,,1807.7,1804.96
,,1807.35,1805.81
,,1807.35,1805.78
,,1807.35,1806.87
,,1815.65,1809.08
,,1842.55,1816.05
,,1852.4,1825.06
,,1878.3,1839.25
,,1902.1,1858.2
,,1902.1,1875.49
,,1902.1,1887.4
,,1936.65,1904.25
,,1940.9,1916.77
,,1950.9,1926.53
,,1957.65,1937.64
,,1964.9,1950.2
,,1964.9,1955.85
,,1964.9,1960.65
,,1958.55,1962.18
,,1977.9,1966.23
,,2048.15,1982.88
,,2067.15,2003.33
,,2031.15,2016.58
,,2031.15,2031.1
,,2031.15,2041.75
,,2044.5,2041.02
,,1939.65,2015.52
,,1931.9,1995.67
,,1944.25,1978.29
,,1944.75,1961.01
,,1944.75,1941.06
,,1944.75,1942.08
,,1972.85,1950.27
,,2008.75,1963.17
,,1981,1970.42
,,1927.15,1966.9
,,1924.35,1962.82
,,1924.35,1953.12
,,1924.35,1936.24
,,1943.95,1928.83
,,1911.15,1925.63
,,1932.95,1927.35
,,1923.85,1927.25
,,1957.35,1933.85
,,1957.35,1936.53
,,1957.35,1945.77
,,1957.35,1950.65
,,1972.35,1960.35
,,1947.05,1958.29
,,1940.45,1954.91
,,1926.3,1948.7
,,1926.3,1942.49
,,1926.3,1933.28
,,1928.45,1929.56
,,1910.95,1923.66
,,1947.2,1927.84
,,1966.25,1935.83
,,1947.4,1940.05
,,1947.4,1943.84
,,1947.4,1951.13
,,1958.7,1953.43
,,1949.35,1950.05
,,1961.8,1952.93
,,1936.25,1950.7
,,1950.85,1951.39
,,1950.85,1949.82
,,1950.85,1950.12
,,1909.35,1939.63
,,1906,1933.58
,,1873.4,1918.09
,,1861.75,1900.27
,,1859.7,1882.04
,,1859.7,1872.11
,,1859.7,1862.85
,,1864.3,1861.03
,,1883.95,1865.47
,,1886.9,1870.91
,,1902,1879.37
,,1903.05,1888.04
,,1903.05,1895.79
,,1903.05,1899.61
,,1909.6,1904.15
,,1913.4,1906.43
,,1884.5,1902.72
,,1887.45,1899.6
,,1923.25,1903.64
,,1923.25,1906.37
,,1923.25,1908.34
,,1925.5,1916.54
,,1891.3,1917.31
,,1910.05,1914.67
,,1891.9,1908.4
,,1905.05,1904.76
,,1905.05,1900.67
,,1905.05,1903.42
,,1905.6,1902.53
,,1898.4,1903.83
,,1924.15,1907.65
,,1900.95,1906.83
,,1903.65,1906.55
,,1903.65,1906.16
,,1903.65,1907.21
,,1898.45,1902.07
,,1905.7,1903.02
,,1869.95,1896.28
,,1870.3,1889.61
,,1881.85,1885.25
,,1881.85,1881.93
,,1881.85,1877.16
,,1889.9,1881.15
,,1908.3,1888.75
,,1900.15,1892.41
,,1938.45,1903.73
,,1940.8,1915.52
,,1940.8,1925.7
,,1940.8,1932.2
,,1867.3,1925.63
,,1878.7,1913.68
,,1860.95,1897.71
,,1874.85,1884.52
,,1890.9,1874.54
,,1890.9,1879.26
,,1890.9,1881.7
,,1885.6,1886.63
,,1889.05,1889.47
,,1876.1,1886.51
,,1857.35,1879.8
,,1875.7,1876.76
,,1875.7,1874.78
,,1875.7,1872.11
,,1840.2,1864.93
,,1799.6,1853.38
,,1810.2,1840.28
,,1807.4,1826.62
,,1779.3,1807.34
,,1779.3,1795.16
,,1779.3,1791.1
,,1762.55,1781.57
,,1810.75,1782.24
,,1822.6,1790.9
,,1832.35,1801.51
,,1843,1814.25
,,1843,1830.34
,,1843,1836.79
,,1859.95,1844.26
,,1868.15,1851.42
,,1841.75,1851.17
,,1844.35,1851.44
,,1842,1851.24
,,1842,1847.65
,,1842,1842.42
,,1831.15,1840.3
,,1850.65,1841.56
,,1851.95,1843.55
,,1890.75,1853.3
,,1879.75,1860.85
,,1879.75,1870.57
,,1879.75,1876.39
,,1880,1882
,,1877.1,1879.27
,,1875,1878.32
,,1875,1877.37
,,1875,1876.42
,,1875,1875.42
,,1875,1875
,,1875,1875
,,1874.3,1874.86
,,1887.6,1877.38
,,1887.6,1879.9
,,1887.6,1882.42
,,1887.6,1884.94
,,1887.6,1887.6
,,1943.2,1898.72
,,1940.35,1909.27
,,1931.95,1918.14
,,1920.1,1924.64
,,1862.9,1919.7
,,1862.9,1903.64
,,1862.9,1888.15
,,1847.25,1871.21
,,1841.25,1855.44
,,1858.85,1854.63
,,1841.75,1850.4
,,1839,1845.62
,,1839,1843.97
,,1839,1843.52
,,1833.05,1838.36
,,1834.7,1836.95
,,1856.6,1840.47
,,1862.1,1845.09
,,1852.7,1847.83
,,1852.7,1851.76
,,1852.7,1855.36
,,1856.85,1855.41
,,1856.6,1854.31
,,1843,1852.37
,,1853.7,1852.57
,,1863.8,1854.79
,,1863.8,1856.18
,,1863.8,1857.62
,,1862.95,1861.61
,,1833.1,1857.49
,,1835.45,1851.82
,,1785.9,1836.24
,,1802.95,1824.07
,,1802.95,1812.07
,,1802.95,1806.04
,,1835.25,1806
,,1839.6,1816.74
,,1842.65,1824.68
,,1840.1,1832.11
,,1816.35,1834.79
,,1816.35,1831.01
,,1816.35,1826.36
,,1817.3,1821.29
,,1794.25,1812.12
,,1780.7,1804.99
,,1773.15,1796.35
,,1786.2,1790.32
,,1786.2,1784.1
,,1786.2,1782.49
,,1807.45,1787.84
,,1799.65,1793.14
,,1788,1793.5
,,1779.65,1792.19
,,1742.85,1783.52
,,1742.85,1770.6
,,1742.85,1759.24
,,1734.15,1748.47
,,1723.85,1737.31
,,1711.4,1731.02
,,1712.1,1724.87
,,1696.25,1715.55
,,1696.25,1707.97
,,1696.25,1702.45
,,1687.05,1697.58
,,1716.9,1698.54
,,1716.2,1702.53
,,1724.25,1708.13
,,1704.8,1709.84
,,1704.8,1713.39
,,1704.8,1710.97
,,1723.65,1712.46
,,1735,1714.61
,,1729.65,1719.58
,,1725.9,1723.8
,,1735.2,1729.88
,,1735.2,1732.19
,,1735.2,1732.23
,,1736.15,1733.53
,,1726.2,1733.59
,,1730.5,1732.65
,,1737.3,1733.07
,,1731.8,1732.39
,,1731.8,1731.52
,,1731.8,1732.64
,,1705.95,1727.73
,,1683.95,1717.06
,,1691.05,1708.91
,,1726.05,1707.76
,,1726.05,1706.61
,,1726.05,1710.63
,,1726.05,1719.05
,,1726.05,1726.05
,,1744.65,1729.77
,,1738.05,1732.17
,,1755.5,1738.06
,,1741.2,1741.09
,,1741.2,1744.12
,,1741.2,1743.43
,,1732.85,1742.39
,,1747.95,1740.88
,,1735.55,1739.75
,,1757.2,1742.95
,,1774.45,1749.6
,,1774.45,1757.92
,,1774.45,1763.22
,,1774.5,1771.01
,,1777.85,1775.14
,,1798.2,1779.89
,,1787.75,1782.55
,,1781.8,1784.02
,,1781.8,1785.48
,,1781.8,1786.27
,,1773.35,1781.3
,,1784.15,1780.58
,,1772.2,1778.66
,,1762.65,1774.83
,,1767.65,1772
,,1767.65,1770.86
,,1767.65,1767.56
,,1767.65,1766.65
,,1797.75,1773.67
,,1782.25,1776.59
,,1813.15,1785.69
,,1836.55,1799.47
,,1836.55,1813.25
,,1836.55,1821.01
,,1840.45,1832.65
,,1829.1,1835.84
,,1830.7,1834.67
,,1821.8,1831.72
,,1838.1,1832.03
,,1838.1,1831.56
,,1838.1,1833.36
,,1853.7,1837.96
,,1866.75,1846.95
,,1888.45,1857.02
,,1878.3,1865.06
,,1875.9,1872.62
,,1875.9,1877.06
,,1875.9,1878.89
,,1880.15,1877.23
,,1887,1878.97
,,1899.75,1883.74
,,1891.45,1886.85
,,1899.95,1891.66
,,1899.95,1895.62
,,1899.95,1898.21
,,1899.95,1898.25
,,1899.35,1899.83
,,1902.75,1900.39
,,1866.55,1893.71
,,1890.6,1891.84
,,1890.6,1889.97
,,1890.6,1888.22
,,1888.4,1885.35
,,1893.15,1890.67
,,1894.6,1891.47
,,1888.65,1891.08
,,1881.05,1889.17
,,1881.05,1887.7
,,1881.05,1885.28
,,1865.6,1879.48
,,1865.1,1874.77
,,1860.75,1870.71
,,1778.7,1850.24
,,1773.1,1828.65
,,1773.1,1810.15
,,1773.1,1791.75
,,1775.05,1774.61
,,1775.05,1773.88
,,1791.6,1777.58
,,1784.85,1779.93
,,1786.65,1782.64
,,1786.65,1784.96
,,1786.65,1787.28
,,1780.3,1785.02
,,1755.45,1779.14
,,1763.15,1774.44
,,1781.5,1773.41
,,1786.15,1773.31
,,1786.15,1774.48
,,1786.15,1780.62
,,1791.35,1786.26
,,1809.85,1791.93
,,1804.65,1795.63
,,1807.7,1799.94
,,1806,1803.91
,,1806,1806.84
,,1806,1806.07
,,1792.4,1803.62
,,1813.85,1804.85
,,1823.2,1808.29
,,1823.75,1811.84
,,1824.3,1815.5
,,1824.3,1821.88
,,1824.3,1823.97
,,1814.9,1822.31
,,1823.05,1822.17
,,1802.15,1817.74
,,1799.45,1812.77
,,1799.6,1807.83
,,1799.6,1804.77
,,1799.6,1800.08
,,1800.2,1799.69
,,1800.35,1799.87
,,1796.6,1799.27
,,1829.3,1805.21
,,1825.75,1810.44
,,1825.75,1815.55
,,1825.75,1820.63
,,1811.45,1823.6
,,1812.65,1820.27
,,1829.1,1820.94
,,1800.75,1815.94
,,1762.9,1803.37
,,1762.9,1793.66
,,1762.9,1783.71
,,1738.85,1765.66
,,1723.35,1750.18
,,1743.6,1746.32
,,1747.4,1743.22
,,1773.85,1745.41
,,1773.85,1752.41
,,1773.85,1762.51
,,1786.35,1771.06
,,1789.45,1779.47
,,1783.45,1781.39
,,1782.05,1783.03
,,1779.05,1784.07
,,1779.05,1782.61
,,1779.05,1780.53
,,1802,1784.24
,,1808.45,1789.52
,,1788.7,1791.45
,,1786.6,1792.96
,,1798.5,1796.85
,,1798.5,1796.15
,,1798.5,1794.16
,,1798.5,1796.12
,,1814.85,1801.77
,,1811.8,1804.43
,,1812.55,1807.24
,,1823.7,1812.28
,,1823.7,1817.32
,,1823.7,1819.09
,,1821.6,1821.05
,,1802.15,1818.97
,,1786,1811.43
,,1788.25,1804.34
,,1794.6,1798.52
