,index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,credit_of_future_tendency,Risk_credit,Credit_to_SELL
975,975,2019/5/14,7823.11,6908.996,6341.063,5840.9575,5648.822333,5048.545667,844.48,0.121,35.89%,14.45%,829.4685462,0.195491544,0.223086086,248.47%,0.07,1.48,0.7660644421417253
976,976,2019/5/15,7992.69,7278.152,6563.224,5968.8825,5743.495,5116.148833,169.58,0.0217,42.82%,15.60%,867.6900585,0.203906043,0.267199153,274.56%,0.08,1.75,0.7344582781492242
977,977,2019/5/16,8206.9,7649.928,6812.148,6119.447,5849.185667,5185.998,214.21,0.0268,47.65%,16.79%,910.5023938,0.21324408,0.307862057,283.74%,0.08,1.84,0.8142290278059645
978,978,2019/5/17,7885.96,7777.458,7032.297,6249.1035,5938.829333,5250.848667,-320.94,-0.0391,41.52%,17.75%,944.4177158,0.220523009,0.309594461,233.93%,0.1,1.34,0.734814863249539
979,979,2019/5/18,7362.22,7854.176,7192.947,6353.205,6010.224333,5306.906167,-523.74,-0.0664,38.81%,18.58%,966.9710401,0.225269115,0.306802469,208.83%,0.09,1.09,0.6571331981246871
980,980,2019/5/19,7265.05,7742.564,7325.78,6451.393,6076.515667,5360.8385,-97.17,-0.0132,55.50%,19.76%,988.9798928,0.229816293,0.274178234,280.94%,0.09,1.81,0.7201433693888143
981,981,2019/5/20,8193.7,7782.766,7530.459,6598.0455,6173.737667,5429.7935,928.65,0.1278,82.41%,21.57%,1029.839669,0.238234023,0.260624669,381.97%,0.08,2.82,0.9356962763111129
982,982,2019/5/21,8007.03,7742.792,7696.36,6734.9075,6263.662667,5496.705,-186.67,-0.0228,76.03%,23.06%,1065.376082,0.24535246,0.236144475,329.73%,0.06,2.3,0.6122427950553376
983,983,2019/5/22,7952.5,7756.1,7766.779,6866.199,6352.685,5562.595667,-54.53,-0.0068,84.54%,24.65%,1098.384385,0.251863408,0.220916825,342.92%,0.04,2.43,0.5772933249130028
984,984,2019/5/23,7625.93,7808.842,7831.509,6977.9875,6427.643,5622.829167,-326.57,-0.0411,75.19%,25.91%,1124.717887,0.256822683,0.214884212,290.22%,0.03,1.9,0.468074504235878
985,985,2019/5/24,7880.29,7931.89,7837.227,7089.145,6506.380667,5687.598833,254.36,0.0334,106.10%,27.85%,1154.262708,0.262401396,0.219094056,381.01%,0.02,2.81,0.6132689446510019
986,986,2019/5/25,8003.26,7893.802,7838.284,7200.754,6592.016333,5755.388333,122.97,0.0156,104.14%,29.57%,1183.950321,0.26774478,0.197479132,352.20%,0.0,2.52,0.4955659015122045
987,987,2019/5/26,8071.45,7906.686,7824.739,7318.4435,6687.877667,5824.116833,68.19,0.0085,112.78%,31.39%,1213.840533,0.27308801,0.182241422,359.32%,0.01,2.59,0.484323149348899
988,988,2019/5/27,8744.42,8065.07,7910.585,7471.441,6802.930667,5902.382,672.97,0.0834,113.10%,33.08%,1253.973191,0.28039145,0.185528766,341.85%,0.02,2.42,0.605657469162776
989,989,2019/5/28,8770.06,8293.896,8051.369,7622.158,6919.259667,5981.260167,25.64,0.0029,105.69%,34.52%,1293.477729,0.287566938,0.198668123,306.13%,0.02,2.06,0.4927437477242446
990,990,2019/5/29,8719.88,8461.814,8196.852,7761.316,7033.212667,6057.999,-50.18,-0.0057,103.79%,35.85%,1330.658408,0.294222581,0.203122158,289.52%,0.01,1.9,0.4587147180751534
991,991,2019/5/30,8662.98,8593.758,8243.78,7887.1195,7146.623667,6133.808,-56.9,-0.0065,110.43%,37.24%,1365.44744,0.300306429,0.20249203,296.50%,0.02,1.97,0.48056122716879013
992,992,2019/5/31,8272.46,8633.96,8270.323,7983.3415,7246.712667,6203.113,-390.52,-0.0451,98.50%,38.34%,1392.689422,0.304758931,0.19143126,256.88%,0.02,1.57,0.38445005431788865
993,993,2019/6/1,8553.81,8595.838,8330.454,8048.6165,7354.284,6276.467667,281.35,0.034,106.58%,39.54%,1423.304161,0.309815344,0.168820513,269.56%,0.03,1.7,0.48627888677074066
994,994,2019/6/2,8554.8,8552.786,8423.341,8127.425,7459.772,6337.666333,0.99,0.0001,115.95%,40.85%,1452.837201,0.314573957,0.1465211,283.82%,0.02,1.84,0.3896476391519195
995,995,2019/6/3,8739.03,8556.616,8509.215,8173.221,7562.501667,6400.653333,184.23,0.0215,126.50%,42.30%,1483.732967,0.319437977,0.131453106,299.07%,0.01,1.99,0.3837050870531434
996,996,2019/6/4,8134.92,8451.004,8522.381,8180.3325,7641.296333,6454.381333,-604.11,-0.0691,117.22%,43.50%,1504.920264,0.322359672,0.105964699,269.49%,0.0,1.69,0.17609794940261872
997,997,2019/6/5,7675.8,8331.672,8482.816,8153.7775,7706.567667,6498.4985,-459.12,-0.0564,125.38%,44.79%,1519.726766,0.324023949,0.081113196,279.96%,-0.01,1.8,0.13933730861176086
998,998,2019/6/6,7786.04,8178.118,8386.978,8148.7815,7776.62,6544.0405,110.24,0.0144,126.65%,46.05%,1533.890584,0.325364974,0.051628857,275.04%,-0.01,1.75,0.18764115910673057
999,999,2019/6/7,7803.23,8027.804,8290.295,8170.832,7844.870333,6587.6045,17.19,0.0022,125.94%,47.24%,1547.873642,0.326658918,0.02331889,266.61%,-0.01,1.67,0.11887498324650078
1000,1000,2019/6/8,7998.29,7879.656,8218.136,8207.494,7913.589333,6633.0975,195.06,0.025,126.97%,48.40%,1563.608091,0.328240187,-0.004287983,262.34%,0.0,1.62,0.12241871374949453
1001,1001,2019/6/9,7931.34,7838.94,8144.972,8194.376,7973.070333,6679.023,-66.95,-0.0084,131.49%,49.60%,1578.361942,0.329652301,-0.016822921,265.08%,0.0,1.65,0.0562163932986334
1002,1002,2019/6/10,7640.61,7831.902,8081.787,8176.055,8016.156667,6717.8635,-290.73,-0.0367,124.24%,50.64%,1589.150108,0.330299226,-0.022985412,245.37%,0.0,1.45,-0.005601917914011927
1003,1003,2019/6/11,8020.38,7878.77,8028.444,8179.449,8041.892333,6767.6195,379.77,0.0497,135.43%,51.80%,1603.357867,0.331496214,-0.020284073,261.43%,0.0,1.61,0.13024855060156496
1004,1004,2019/6/12,7917.58,7901.64,7964.722,8194.0315,8073.190667,6815.031667,-102.8,-0.0128,141.51%,53.02%,1615.944937,0.332385961,-0.021249426,266.89%,0.0,1.67,0.04383293229078921
1005,1005,2019/6/13,8173.06,7936.594,7908.125,8208.67,8084.855667,6866.839,255.48,0.0323,152.07%,54.36%,1630.116447,0.333446157,-0.018338196,279.74%,0.0,1.8,0.11993402996468486
1006,1006,2019/6/14,8237.88,7997.902,7918.421,8220.401,8093.028667,6918.261833,64.82,0.0079,151.83%,55.64%,1644.237492,0.334446543,-0.011754149,272.88%,0.0,1.73,0.0922914046602324
1007,1007,2019/6/15,8693.6,8208.5,8020.201,8251.5085,8109.252,6979.218833,455.72,0.0553,156.27%,56.93%,1663.278989,0.336270593,0.01223886,274.48%,0.01,1.74,0.21952298459431854
1008,1008,2019/6/16,8859.47,8376.318,8127.544,8257.261,8141.702333,7040.265833,165.87,0.0191,149.10%,58.07%,1684.294798,0.338452634,0.028816537,256.77%,0.0,1.57,0.16599159358884563
1009,1009,2019/6/17,8978.99,8588.6,8245.12,8267.7075,8195.594667,7102.9095,119.52,0.0135,135.79%,58.99%,1706.845702,0.340931742,0.047953242,230.21%,0.0,1.3,0.17406754112431494
1010,1010,2019/6/18,9327.48,8819.484,8378.039,8298.0875,8264.342333,7170.429,348.49,0.0388,134.19%,59.88%,1734.248011,0.344307998,0.067173121,224.12%,0.0,1.24,0.23815032305219624
1011,1011,2019/6/19,9076.18,8987.144,8492.523,8318.7475,8293.758333,7233.748,-251.3,-0.0269,119.49%,60.57%,1758.075091,0.347099338,0.083603312,197.27%,0.02,0.97,0.19672972589792675
1012,1012,2019/6/20,9281.7,9104.764,8656.632,8369.2095,8336.247333,7299.955,205.52,0.0226,137.32%,61.47%,1784.229638,0.350296602,0.092189763,223.41%,0.04,1.23,0.3359038863835759
1013,1013,2019/6/21,9531.35,9239.14,8807.729,8418.0865,8388.875667,7370.780333,249.65,0.0269,136.66%,62.32%,1812.069517,0.353606666,0.101356173,219.29%,0.06,1.19,0.394731728428829
1014,1014,2019/6/22,10209.38,9485.218,9036.909,8500.8155,8474.990667,7451.316833,678.03,0.0711,155.54%,63.40%,1848.953489,0.358415414,0.119200997,245.35%,0.07,1.45,0.5217980649722213
1015,1015,2019/6/23,10668.63,9753.448,9286.466,8597.2955,8567.935333,7537.158,459.25,0.045,179.73%,64.79%,1891.433843,0.364048225,0.138366201,277.41%,0.08,1.77,0.5552130477680733
1016,1016,2019/6/24,10814.48,10101.108,9544.126,8731.2735,8661.642667,7626.8295,145.85,0.0137,182.70%,66.17%,1933.885046,0.369468459,0.166188492,276.11%,0.08,1.76,0.5564776518354687
1017,1017,2019/6/25,11017.5,10448.268,9776.516,8898.3585,8759.844333,7723.861,203.02,0.0188,186.30%,67.56%,1977.915979,0.375033512,0.192745853,275.75%,0.08,1.76,0.6076585321459225
1018,1018,2019/6/26,11766.4,10895.278,10067.209,9097.3765,8860.577,7831.753833,748.9,0.068,214.28%,69.34%,2032.704811,0.382251321,0.229635271,309.03%,0.1,2.09,0.7973446371397004
1019,1019,2019/6/27,12932.55,11439.912,10462.565,9353.8425,8999.326667,7959.293167,1166.15,0.0991,230.56%,71.31%,2106.179,0.392322846,0.271196438,323.31%,0.1,2.23,0.9182453365427412
1020,1020,2019/6/28,11132.85,11532.756,10643.102,9510.5705,9079.759,8056.485833,-1799.7,-0.1392,195.27%,72.65%,2146.220549,0.396832658,0.270161025,268.78%,0.08,1.69,0.5085392373582818
1021,1021,2019/6/29,12374.35,11844.73,10972.919,9732.721,9203.471333,8175.0475,1241.5,0.1115,226.37%,74.40%,2203.921948,0.403951104,0.286985048,304.24%,0.07,2.04,0.8910111109127222
1022,1022,2019/6/30,11890.38,12019.306,11233.787,9945.2095,9324.068667,8285.390667,-483.97,-0.0391,216.88%,75.94%,2251.379067,0.409292711,0.289062364,285.59%,0.05,1.86,0.6313026582941592
1023,1023,2019/7/1,10737.73,11813.572,11354.425,10081.077,9396.866,8375.575,-1152.65,-0.0969,178.48%,76.90%,2280.758541,0.411744911,0.257182129,232.09%,0.03,1.32,0.4255494644538628
1024,1024,2019/7/2,10578.72,11342.806,11391.359,10214.134,9464.33,8462.051,-159.01,-0.0148,173.65%,77.78%,2307.62533,0.413820347,0.198479554,223.26%,0.03,1.23,0.43911203853706343
1025,1025,2019/7/3,10805.4,11277.316,11405.036,10345.751,9533.209,8547.855333,226.68,0.0214,182.67%,78.73%,2336.356504,0.416111668,0.182950673,232.01%,0.03,1.32,0.469778397459823
1026,1026,2019/7/4,11984.76,11199.398,11522.064,10533.095,9661.537,8651.416667,1179.36,0.1091,210.76%,80.01%,2379.699105,0.420454235,0.159173535,263.42%,0.0,1.63,0.5124930401891912
1027,1027,2019/7/5,11160.49,11053.42,11536.363,10656.4395,9777.693333,8742.1305,-824.27,-0.0688,184.67%,80.92%,2410.506643,0.422882403,0.130473172,228.23%,-0.01,1.28,0.17331438917264982
1028,1028,2019/7/6,10955.16,11096.906,11455.239,10761.224,9883.330667,8829.975333,-205.33,-0.0184,171.43%,81.66%,2438.052519,0.424818304,0.122790117,209.94%,0.0,1.1,0.24128595433147895
1029,1029,2019/7/7,11232.04,11227.57,11285.188,10873.8765,9997.624333,8921.247333,276.88,0.0253,178.56%,82.46%,2468.440512,0.427154195,0.123023793,216.52%,0.0,1.17,0.30748659667250283
1030,1030,2019/7/8,11477.01,11361.892,11319.604,10981.353,10113.58167,9013.5855,244.97,0.0218,184.50%,83.31%,2500.808513,0.429696939,0.123429105,221.46%,0.0,1.21,0.3055384466500788
1031,1031,2019/7/9,12313.08,11427.556,11313.477,11143.198,10259.63967,9116.355,836.07,0.0728,222.96%,84.60%,2543.081826,0.433553097,0.113835999,263.54%,0.0,1.64,0.386714083498212
1032,1032,2019/7/10,12586.78,11712.814,11383.117,11308.452,10424.512,9220.334333,273.7,0.0222,245.20%,86.14%,2586.735953,0.437380715,0.123583915,284.65%,0.01,1.85,0.3635234303424242
1033,1033,2019/7/11,12099.9,11941.762,11519.334,11436.8795,10560.496,9301.194167,-486.88,-0.0387,231.84%,87.43%,2621.451029,0.439777535,0.130795561,265.16%,0.0,1.65,0.2578403840245224
1034,1034,2019/7/12,11352.87,11965.928,11596.749,11494.054,10675.00567,9374.098167,-747.03,-0.0617,215.37%,88.47%,2645.982791,0.440744839,0.120929428,243.45%,-0.02,1.43,0.1563148003215682
1035,1035,2019/7/13,11803.97,12031.32,11696.606,11550.821,10796.036,9440.445833,451.1,0.0397,234.20%,89.68%,2674.535948,0.442162593,0.114420145,261.16%,-0.01,1.61,0.31922015826966793
1036,1036,2019/7/14,11389.1,11846.524,11637.04,11579.552,10901.07667,9497.052667,-414.87,-0.0351,211.45%,90.56%,2697.003303,0.442699881,0.086729721,233.49%,-0.02,1.33,0.13145345390519964
1037,1037,2019/7/15,10186.96,11366.56,11539.687,11538.025,10950.85533,9530.053667,-1202.14,-0.1056,181.31%,91.10%,2707.839295,0.441861815,0.037960931,199.01%,-0.02,0.99,-0.0686792705430882
1038,1038,2019/7/16,10873.5,11121.28,11531.521,11493.38,11017.98967,9579.846,686.54,0.0674,200.25%,91.81%,2724.054031,0.441620325,0.009374699,218.12%,-0.01,1.18,0.15941457563423764
1039,1039,2019/7/17,9397.72,10730.25,11348.089,11316.6385,11031.94733,9613.771,-1475.78,-0.1357,158.72%,92.12%,2727.862387,0.439961489,-0.027347605,172.29%,-0.02,0.72,-0.2350482461414429
1040,1040,2019/7/18,9674.28,10304.312,11167.816,11243.71,11043.50733,9653.924833,276.56,0.0294,162.14%,92.44%,2733.197565,0.438461396,-0.066934834,175.40%,-0.01,0.75,-0.045635683920533715
1041,1041,2019/7/19,10638.56,10154.204,11000.364,11156.9205,11095.58667,9694.6725,964.28,0.0997,187.22%,92.95%,2745.972792,0.437814718,-0.084842983,201.42%,0.0,1.01,0.059105483657745345
1042,1042,2019/7/20,10535.75,10223.962,10795.261,11089.189,11137.38833,9736.817833,-102.81,-0.0097,196.91%,93.53%,2757.344146,0.43699792,-0.08201441,210.53%,0.01,1.11,-0.06501684970526105
1043,1043,2019/7/21,10764.9,10202.242,10661.761,11090.5475,11178.50667,9783.691167,229.15,0.0217,204.09%,94.13%,2769.276202,0.436133134,-0.087334086,216.81%,-0.01,1.17,-0.06587181035418231
1044,1044,2019/7/22,10587.41,10440.18,10585.215,11090.982,11191.10767,9833.049167,-177.49,-0.0165,195.13%,94.62%,2779.025567,0.435001132,-0.067100388,206.22%,-0.01,1.06,-0.09273638816747098
1045,1045,2019/7/23,10323.62,10570.048,10437.18,11066.893,11179.60733,9873.771333,-263.79,-0.0249,189.47%,95.05%,2786.359157,0.433622956,-0.054524217,199.33%,-0.03,0.99,-0.1277506194859207
1046,1046,2019/7/24,9844.3,10411.196,10282.7,10959.87,11147.268,9904.455333,-479.32,-0.0464,174.50%,95.33%,2789.62164,0.431799937,-0.066031605,183.06%,-0.05,0.83,-0.22638577664184903
1047,1047,2019/7/25,9772.17,10258.48,10241.221,10890.454,11105.757,9932.800667,-72.13,-0.0073,173.13%,95.57%,2792.091286,0.429907957,-0.076291693,181.16%,-0.05,0.81,-0.1892937381806839
1048,1048,2019/7/26,9875.17,10080.534,10141.388,10836.4545,11042.716,9951.6465,103.0,0.0105,176.13%,95.82%,2794.762365,0.428026266,-0.087132731,183.81%,-0.05,0.84,-0.18035101507912682
1049,1049,2019/7/27,9848.65,9932.782,10186.481,10767.285,10939.91933,9969.623,-26.52,-0.0027,177.08%,96.07%,2796.816593,0.426079527,-0.092060764,184.32%,-0.05,0.84,-0.20716132521148017
1050,1050,2019/7/28,9473.99,9762.856,10166.452,10667.134,10884.624,9982.1915,-374.66,-0.038,174.72%,96.30%,2796.042628,0.423849858,-0.103059876,181.44%,-0.05,0.81,-0.2769938050170879
1051,1051,2019/7/29,9530.0,9699.996,10055.596,10527.98,10789.81233,9996.641833,56.01,0.0059,178.52%,96.52%,2794.548734,0.421476715,-0.101004197,184.96%,-0.04,0.85,-0.18928799441827412
1052,1052,2019/7/30,9501.33,9645.828,9952.154,10373.7075,10710.17733,10017.123,-28.67,-0.003,173.81%,96.70%,2792.315722,0.419017177,-0.099377377,179.74%,-0.03,0.8,-0.18212628092853855
1053,1053,2019/7/31,9589.13,9588.62,9834.577,10248.169,10671.89067,10034.37833,87.8,0.0092,178.36%,96.91%,2790.483247,0.416628572,-0.101506912,184.06%,-0.02,0.84,-0.14613932641974312
1054,1054,2019/8/1,10084.7,9635.83,9784.306,10184.7605,10655.42333,10059.87667,495.57,0.0517,190.18%,97.19%,2791.122617,0.414454019,-0.095687736,195.67%,-0.01,0.96,-0.04952808006389536
1055,1055,2019/8/2,10407.17,9822.466,9792.661,10114.9205,10642.149,10087.679,322.47,0.032,196.82%,97.52%,2793.696134,0.412490413,-0.077022319,201.83%,0.0,1.02,-0.0230161252170527
1056,1056,2019/8/3,10529.55,10022.376,9861.186,10071.943,10593.642,10127.5895,122.38,0.0118,204.67%,97.89%,2796.829636,0.410600635,-0.053925364,209.08%,0.0,1.09,-0.009241175867171127
1057,1057,2019/8/4,10814.57,10285.024,9965.426,10103.3235,10582.11133,10179.90233,285.02,0.0271,213.25%,98.32%,2801.236567,0.408807633,-0.028074486,216.89%,0.0,1.17,0.059833079594498885
1058,1058,2019/8/5,10980.23,10563.244,10075.932,10108.66,10582.947,10233.13883,165.66,0.0153,216.68%,98.78%,2806.328724,0.407079943,-0.001861769,219.35%,-0.01,1.19,0.06777828607027087
1059,1059,2019/8/6,11787.99,10903.902,10269.866,10228.1735,10601.47867,10299.5515,807.76,0.0736,246.13%,99.50%,2817.949537,0.406057888,0.028526524,247.37%,0.0,1.47,0.23669951107384296
1060,1060,2019/8/7,11465.67,11115.602,10469.034,10317.743,10601.10067,10357.34117,-322.32,-0.0273,237.75%,100.11%,2825.424358,0.404539193,0.048532822,237.49%,0.01,1.37,0.14140137531275185
1061,1061,2019/8/8,11960.82,11401.856,10712.116,10383.856,10589.35867,10424.49917,495.15,0.0432,226.70%,100.58%,2836.621821,0.403408889,0.076727719,225.40%,0.03,1.25,0.3206195406541481
1062,1062,2019/8/9,11996.41,11638.224,10961.624,10456.889,10569.67967,10497.09583,35.59,0.003,227.38%,101.05%,2849.161178,0.40255575,0.101095243,225.02%,0.04,1.25,0.3241202548421852
1063,1063,2019/8/10,11856.64,11813.506,11188.375,10511.476,10561.571,10561.0335,-139.77,-0.0117,221.64%,101.45%,2859.629704,0.401467492,0.118536816,218.47%,0.04,1.18,0.3281611855195443
1064,1064,2019/8/11,11282.22,11712.352,11308.127,10546.2165,10559.216,10617.11083,-574.42,-0.0484,210.85%,101.74%,2864.619854,0.399812479,0.109206593,207.24%,0.04,1.07,0.2544624051324356
1065,1065,2019/8/12,11566.84,11732.586,11424.094,10608.3775,10551.31167,10673.67383,284.62,0.0252,218.43%,102.07%,2870.909618,0.398252827,0.111955212,214.01%,0.04,1.14,0.36707296835840786
1066,1066,2019/8/13,11386.26,11617.674,11509.765,10685.4755,10551.217,10726.14683,-180.58,-0.0156,215.02%,102.34%,2875.072133,0.396474158,0.101074312,210.09%,0.02,1.1,0.24918385065364096
1067,1067,2019/8/14,10858.12,11390.016,11514.12,10739.773,10573.589,10762.22217,-528.14,-0.0464,201.59%,102.49%,2874.580723,0.394230719,0.077213801,196.69%,0.0,0.97,0.11869818664488123
1068,1068,2019/8/15,10016.96,11022.08,11417.793,10746.8625,10545.03767,10781.51367,-841.16,-0.0775,177.62%,102.47%,2868.399,0.391479601,0.045238561,173.34%,-0.01,0.73,-0.012094221568014905
1069,1069,2019/8/16,10302.17,10826.07,11269.211,10769.5385,10575.186,10803.56667,285.21,0.0285,184.63%,102.46%,2863.361297,0.388829445,0.023723838,180.19%,0.0,0.8,0.126067561545365
1070,1070,2019/8/17,10359.44,10584.59,11158.588,10813.811,10598.02467,10820.766,57.27,0.0056,182.22%,102.44%,2858.243586,0.386181726,-0.001267658,177.88%,0.0,0.78,0.05116708420637954
1071,1071,2019/8/18,10214.52,10350.242,10983.958,10848.037,10583.89,10839.73833,-144.92,-0.014,161.19%,102.28%,2852.207021,0.383492848,-0.022075815,157.59%,0.0,0.58,-0.022610134178480068
1072,1072,2019/8/19,10317.6,10242.138,10816.077,10888.8505,10576.61833,10857.00333,103.08,0.0101,162.77%,102.15%,2847.972674,0.381109723,-0.031624506,159.33%,0.01,0.59,0.016160840410852237
1073,1073,2019/8/20,10917.26,10422.198,10722.139,10955.257,10581.697,10880.10183,599.66,0.0581,173.81%,102.06%,2847.019707,0.379023246,-0.015073102,170.30%,0.01,0.7,0.11778255047034758
1074,1074,2019/8/21,10760.56,10513.876,10669.973,10989.05,10587.46867,10889.28817,-156.7,-0.0144,172.77%,101.94%,2844.964442,0.376872058,-0.006950922,169.48%,-0.01,0.69,-0.011684606207825656
1075,1075,2019/8/22,10129.4,10467.868,10526.229,10975.1615,10580.99467,10880.301,-631.16,-0.0587,154.29%,101.72%,2838.605966,0.374335393,-0.010691496,151.67%,-0.02,0.52,-0.11030450386205812
1076,1076,2019/8/23,10111.98,10447.36,10398.801,10954.283,10589.91733,10868.59267,-17.42,-0.0017,144.27%,101.46%,2832.010966,0.371805541,-0.01346161,142.20%,-0.02,0.42,-0.040171036210567106
1077,1077,2019/8/24,10405.81,10465.002,10353.57,10933.845,10611.03867,10858.39783,293.83,0.0291,176.24%,101.32%,2827.588116,0.369545244,-0.013762712,173.95%,-0.03,0.74,0.0015042711134761258
1078,1078,2019/8/25,10143.8,10310.31,10366.254,10892.0235,10619.993,10831.3545,-262.01,-0.0252,163.59%,101.06%,2818.680123,0.366692596,-0.029160377,161.87%,-0.04,0.62,-0.1276397105653189
1079,1079,2019/8/26,10135.06,10185.21,10349.543,10809.377,10629.54,10784.72967,-8.74,-0.0009,164.52%,100.81%,2809.887365,0.36390438,-0.041801433,163.20%,-0.03,0.63,-0.09370666281847984
1080,1080,2019/8/27,10360.28,10231.386,10349.627,10754.1075,10659.083,10771.8535,225.22,0.0222,170.28%,100.57%,2801.612311,0.361145602,-0.040125121,169.31%,-0.03,0.69,-0.05480431034720033
1081,1081,2019/8/28,10171.95,10243.38,10345.37,10664.664,10680.48133,10735.14683,-188.33,-0.0182,164.20%,100.29%,2791.939373,0.358281285,-0.040925247,163.73%,-0.04,0.64,-0.13606743853763606
1082,1082,2019/8/29,9717.82,10105.782,10285.392,10550.7345,10687.69767,10698.9375,-454.13,-0.0446,153.42%,99.93%,2780.013916,0.355272932,-0.054447243,153.52%,-0.04,0.54,-0.20157291130260174
1083,1083,2019/8/30,9484.55,9973.932,10142.121,10432.13,10684.21167,10678.05117,-233.27,-0.024,147.55%,99.54%,2766.721051,0.352169312,-0.066479371,148.22%,-0.02,0.48,-0.155979501450788
1084,1084,2019/8/31,9577.99,9862.518,10023.864,10346.9185,10667.32133,10661.37233,93.44,0.0099,151.09%,99.15%,2753.29241,0.349049419,-0.075445682,152.38%,-0.01,0.52,-0.10065344355937589
1085,1085,2019/9/1,9600.9,9710.642,9971.014,10248.6215,10640.44567,10641.29733,22.91,0.0024,157.33%,98.78%,2739.367858,0.345882328,-0.087383902,159.28%,-0.01,0.59,-0.12694787894450726
1086,1086,2019/9/2,9769.79,9630.21,9936.795,10167.798,10615.12033,10604.38117,168.89,0.0176,152.30%,98.40%,2724.882,0.342610011,-0.092783718,154.78%,0.0,0.55,-0.09678903538322269
1087,1087,2019/9/3,10386.64,9763.974,9934.878,10144.224,10600.856,10591.48367,616.85,0.0631,167.91%,98.08%,2713.739721,0.339671931,-0.078944757,171.19%,0.0,0.71,-0.0002836681531257629
1088,1088,2019/9/4,10621.29,9991.322,9982.627,10174.4405,10588.89133,10585.91917,234.65,0.0226,173.26%,97.79%,2703.299841,0.336794388,-0.056433607,177.19%,-0.01,0.77,-0.03669194300430649
1089,1089,2019/9/5,10584.16,10192.556,10027.537,10188.54,10548.76367,10575.12117,-37.13,-0.0035,173.07%,97.48%,2692.195917,0.333871864,-0.033767717,177.54%,-0.02,0.78,-0.05540561532779028
1090,1090,2019/9/6,10577.8,10387.936,10049.289,10199.458,10519.168,10560.13433,-6.36,-0.0006,167.75%,97.14%,2680.408324,0.330890626,-0.012475511,172.70%,-0.02,0.73,-0.01895873528140923
1091,1091,2019/9/7,10317.47,10497.472,10063.841,10204.6055,10464.38967,10526.87417,-260.33,-0.0246,162.65%,96.77%,2667.461444,0.327868612,0.00316142,168.09%,-0.02,0.68,-0.029883025070721783
1092,1092,2019/9/8,10487.21,10517.586,10140.78,10213.086,10414.083,10491.88133,169.74,0.0165,170.21%,96.41%,2654.576185,0.32483796,0.009938753,176.55%,-0.02,0.77,0.04464235547393023
1093,1093,2019/9/9,10406.31,10474.59,10232.956,10187.5385,10365.73867,10463.65483,-80.9,-0.0077,167.34%,96.02%,2640.328125,0.321675361,0.010501069,174.29%,0.0,0.74,0.049537042892310486
1094,1094,2019/9/10,10313.66,10420.49,10306.523,10165.1935,10333.45333,10446.33467,-92.65,-0.0089,165.97%,95.59%,2625.199899,0.31845587,0.008422805,173.63%,0.0,0.74,0.04440026737107207
1095,1095,2019/9/11,10101.03,10325.136,10356.536,10163.775,10284.593,10417.95233,-212.63,-0.0206,159.99%,95.12%,2608.496089,0.315115272,0.00394211,168.19%,0.0,0.68,0.01696126128458102
1096,1096,2019/9/12,10159.32,10293.506,10395.489,10166.142,10243.695,10397.456,58.29,0.0058,158.08%,94.64%,2591.524629,0.311759574,0.004862601,167.04%,0.01,0.67,0.0751544110644769
1097,1097,2019/9/13,10420.16,10280.096,10398.841,10166.8595,10229.09633,10401.34267,260.84,0.0257,159.47%,94.15%,2575.549741,0.308508347,0.004985745,169.37%,0.01,0.69,0.10463783900771088
1098,1098,2019/9/14,10363.9,10271.614,10373.102,10177.8645,10240.661,10392.84933,-56.26,-0.0054,159.43%,93.68%,2559.485835,0.305301587,0.003022559,170.19%,0.01,0.7,0.058027534717499635
1099,1099,2019/9/15,10361.33,10281.148,10350.819,10189.178,10242.633,10408.9095,-2.57,-0.0002,159.11%,93.18%,2542.624287,0.302023138,0.003760264,170.77%,0.0,0.71,0.04722757810319321
1100,1100,2019/9/16,10310.43,10323.028,10324.082,10186.6855,10240.99933,10419.512,-50.9,-0.0049,155.90%,92.64%,2524.988203,0.298691038,0.00800983,168.28%,0.0,0.68,0.04587925442201756
1101,1101,2019/9/17,10265.63,10344.29,10318.898,10191.3695,10242.703,10413.2965,-44.8,-0.0043,153.07%,92.07%,2506.864496,0.295343313,0.009917987,166.26%,0.0,0.66,0.04872369957107982
1102,1102,2019/9/18,10190.36,10298.33,10289.213,10214.9965,10238.46167,10407.54,-75.27,-0.0073,155.25%,91.49%,2488.118029,0.291968997,0.005847395,169.70%,-0.01,0.7,0.020120552090264098
1103,1103,2019/9/19,10157.59,10257.068,10264.341,10248.6485,10213.13933,10397.41817,-32.77,-0.0032,154.00%,90.87%,2467.995661,0.288454768,0.004301191,169.46%,-0.01,0.69,0.022771669897423217
1104,1104,2019/9/20,10275.88,10239.978,10260.563,10283.543,10196.98333,10392.226,118.29,0.0116,156.13%,90.26%,2447.737817,0.284932191,0.00421641,172.98%,-0.01,0.73,0.04586796437784971
1105,1105,2019/9/21,10173.11,10212.514,10267.771,10312.1535,10198.44033,10389.7175,-102.77,-0.01,154.70%,89.63%,2426.576411,0.281354021,0.001379982,172.60%,-0.01,0.73,0.010652734510009785
